facilityuid,facility,code,ward,sub_county,county,indicator,period,dhis2_value,datim_value,gender,age
WYaAkILOP16,Buchangu Dispensary,15810,Bunyala Central Ward,Navakholo Sub County,Kakamega County,YXJf27jfkvS,2020Q2,5,23.0,(F),15-19
uj2UMJenimd,Nabongo Dispensary,16059,Sheywe Ward,Lurambi Sub County,Kakamega County,atSQz5O7e2A,2019Q4,45,111.0,(F),25+
uj2UMJenimd,Nabongo Dispensary,16059,Sheywe Ward,Lurambi Sub County,Kakamega County,atSQz5O7e2A,2020Q1,56,126.0,(F),25+
uj2UMJenimd,Nabongo Dispensary,16059,Sheywe Ward,Lurambi Sub County,Kakamega County,atSQz5O7e2A,2020Q2,40,130.0,(F),25+
uj2UMJenimd,Nabongo Dispensary,16059,Sheywe Ward,Lurambi Sub County,Kakamega County,gTkVw97FnQK,2019Q4,57,58.0,(M),25+
uj2UMJenimd,Nabongo Dispensary,16059,Sheywe Ward,Lurambi Sub County,Kakamega County,gTkVw97FnQK,2020Q2,63,62.0,(M),25+
uj2UMJenimd,Nabongo Dispensary,16059,Sheywe Ward,Lurambi Sub County,Kakamega County,XiRbc0DSMOH,2019Q4,7,6.0,(M),15-19
uj2UMJenimd,Nabongo Dispensary,16059,Sheywe Ward,Lurambi Sub County,Kakamega County,XiRbc0DSMOH,2020Q1,3,3.0,(M),15-19
uj2UMJenimd,Nabongo Dispensary,16059,Sheywe Ward,Lurambi Sub County,Kakamega County,XiRbc0DSMOH,2020Q2,2,2.0,(M),15-19
s7kF3iHFhmi,Mautuma Sub-District Hospital,16010,Mautuma Ward,Lugari Sub County,Kakamega County,gTkVw97FnQK,2019Q4,62,63.0,(M),25+
s7kF3iHFhmi,Mautuma Sub-District Hospital,16010,Mautuma Ward,Lugari Sub County,Kakamega County,pkShOkgNQt2,2019Q4,16,15.0,(M),20-24
s7kF3iHFhmi,Mautuma Sub-District Hospital,16010,Mautuma Ward,Lugari Sub County,Kakamega County,pkShOkgNQt2,2020Q1,8,8.0,(M),20-24
s7kF3iHFhmi,Mautuma Sub-District Hospital,16010,Mautuma Ward,Lugari Sub County,Kakamega County,pkShOkgNQt2,2020Q2,5,5.0,(M),20-24
s7kF3iHFhmi,Mautuma Sub-District Hospital,16010,Mautuma Ward,Lugari Sub County,Kakamega County,YXJf27jfkvS,2020Q2,7,42.0,(F),15-19
S9Q1bx9tpZz,Chombeli Health Centre,15859,Shirungu-mugai Ward,Malava Sub County,Kakamega County,gTkVw97FnQK,2020Q2,33,35.0,(M),25+
S9Q1bx9tpZz,Chombeli Health Centre,15859,Shirungu-mugai Ward,Malava Sub County,Kakamega County,pkShOkgNQt2,2019Q4,8,8.0,(M),20-24
S9Q1bx9tpZz,Chombeli Health Centre,15859,Shirungu-mugai Ward,Malava Sub County,Kakamega County,YXJf27jfkvS,2020Q1,10,31.0,(F),15-19
UNbhlHZjMF2,Shamberere Dispensary,16105,South Kabras Ward,Malava Sub County,Kakamega County,atSQz5O7e2A,2019Q4,66,107.0,(F),25+
UNbhlHZjMF2,Shamberere Dispensary,16105,South Kabras Ward,Malava Sub County,Kakamega County,atSQz5O7e2A,2020Q1,66,126.0,(F),25+
UNbhlHZjMF2,Shamberere Dispensary,16105,South Kabras Ward,Malava Sub County,Kakamega County,atSQz5O7e2A,2020Q2,30,90.0,(F),25+
UNbhlHZjMF2,Shamberere Dispensary,16105,South Kabras Ward,Malava Sub County,Kakamega County,gTkVw97FnQK,2019Q4,24,27.0,(M),25+
UNbhlHZjMF2,Shamberere Dispensary,16105,South Kabras Ward,Malava Sub County,Kakamega County,gTkVw97FnQK,2020Q2,25,21.0,(M),25+
UNbhlHZjMF2,Shamberere Dispensary,16105,South Kabras Ward,Malava Sub County,Kakamega County,lj9QYJqS7bN,2020Q1,1,1.0,(M),10-14
UNbhlHZjMF2,Shamberere Dispensary,16105,South Kabras Ward,Malava Sub County,Kakamega County,lj9QYJqS7bN,2020Q2,1,1.0,(M),10-14
UNbhlHZjMF2,Shamberere Dispensary,16105,South Kabras Ward,Malava Sub County,Kakamega County,XiRbc0DSMOH,2019Q4,2,2.0,(M),15-19
Xcn5Q2e73rw,Mundobelwa Health Centre,20516,Kisa North Ward,Khwisero Sub County,Kakamega County,atSQz5O7e2A,2019Q4,62,81.0,(F),25+
Xcn5Q2e73rw,Mundobelwa Health Centre,20516,Kisa North Ward,Khwisero Sub County,Kakamega County,gTkVw97FnQK,2020Q1,52,52.0,(M),25+
Xcn5Q2e73rw,Mundobelwa Health Centre,20516,Kisa North Ward,Khwisero Sub County,Kakamega County,JiuqbydCIcy,2019Q4,20,36.0,(F),20-24
Xcn5Q2e73rw,Mundobelwa Health Centre,20516,Kisa North Ward,Khwisero Sub County,Kakamega County,JiuqbydCIcy,2020Q1,22,28.0,(F),20-24
Xcn5Q2e73rw,Mundobelwa Health Centre,20516,Kisa North Ward,Khwisero Sub County,Kakamega County,pkShOkgNQt2,2019Q4,19,10.0,(M),20-24
Xcn5Q2e73rw,Mundobelwa Health Centre,20516,Kisa North Ward,Khwisero Sub County,Kakamega County,pkShOkgNQt2,2020Q1,20,20.0,(M),20-24
Xcn5Q2e73rw,Mundobelwa Health Centre,20516,Kisa North Ward,Khwisero Sub County,Kakamega County,pkShOkgNQt2,2020Q2,3,3.0,(M),20-24
Xcn5Q2e73rw,Mundobelwa Health Centre,20516,Kisa North Ward,Khwisero Sub County,Kakamega County,YXJf27jfkvS,2019Q4,45,51.0,(F),15-19
Xcn5Q2e73rw,Mundobelwa Health Centre,20516,Kisa North Ward,Khwisero Sub County,Kakamega County,YXJf27jfkvS,2020Q1,28,36.0,(F),15-19
Xcn5Q2e73rw,Mundobelwa Health Centre,20516,Kisa North Ward,Khwisero Sub County,Kakamega County,YXJf27jfkvS,2020Q2,2,9.0,(F),15-19
UptqVvZaPxr,Mugomari Dispensary,17597,Isukha west Ward,Shinyalu Sub County,Kakamega County,atSQz5O7e2A,2019Q4,23,23.0,(F),25+
UptqVvZaPxr,Mugomari Dispensary,17597,Isukha west Ward,Shinyalu Sub County,Kakamega County,atSQz5O7e2A,2020Q1,18,30.0,(F),25+
UptqVvZaPxr,Mugomari Dispensary,17597,Isukha west Ward,Shinyalu Sub County,Kakamega County,atSQz5O7e2A,2020Q2,17,27.0,(F),25+
UptqVvZaPxr,Mugomari Dispensary,17597,Isukha west Ward,Shinyalu Sub County,Kakamega County,gMICOUtzqRb,2020Q2,2,1.0,(F),10-14
UptqVvZaPxr,Mugomari Dispensary,17597,Isukha west Ward,Shinyalu Sub County,Kakamega County,XiRbc0DSMOH,2019Q4,8,8.0,(M),15-19
UptqVvZaPxr,Mugomari Dispensary,17597,Isukha west Ward,Shinyalu Sub County,Kakamega County,XiRbc0DSMOH,2020Q1,3,3.0,(M),15-19
UptqVvZaPxr,Mugomari Dispensary,17597,Isukha west Ward,Shinyalu Sub County,Kakamega County,XiRbc0DSMOH,2020Q2,3,3.0,(M),15-19
UptqVvZaPxr,Mugomari Dispensary,17597,Isukha west Ward,Shinyalu Sub County,Kakamega County,YXJf27jfkvS,2020Q2,4,8.0,(F),15-19
URRSoyCC4m4,Ingavira Medical Clinic,15898,South Kabras Ward,Malava Sub County,Kakamega County,atSQz5O7e2A,2019Q4,15,15.0,(F),25+
URRSoyCC4m4,Ingavira Medical Clinic,15898,South Kabras Ward,Malava Sub County,Kakamega County,atSQz5O7e2A,2020Q1,32,32.0,(F),25+
URRSoyCC4m4,Ingavira Medical Clinic,15898,South Kabras Ward,Malava Sub County,Kakamega County,atSQz5O7e2A,2020Q2,14,13.0,(F),25+
URRSoyCC4m4,Ingavira Medical Clinic,15898,South Kabras Ward,Malava Sub County,Kakamega County,gMICOUtzqRb,2020Q2,1,0.0,(F),10-14
URRSoyCC4m4,Ingavira Medical Clinic,15898,South Kabras Ward,Malava Sub County,Kakamega County,gTkVw97FnQK,2020Q2,14,14.0,(M),25+
URRSoyCC4m4,Ingavira Medical Clinic,15898,South Kabras Ward,Malava Sub County,Kakamega County,XiRbc0DSMOH,2019Q4,1,0.0,(M),15-19
XGZfxVpbX5c,Butere Iranda Health Centre,18939,Marama West Ward,Butere Sub County,Kakamega County,gMICOUtzqRb,2019Q4,1,1.0,(F),10-14
XGZfxVpbX5c,Butere Iranda Health Centre,18939,Marama West Ward,Butere Sub County,Kakamega County,JiuqbydCIcy,2020Q1,19,38.0,(F),20-24
XGZfxVpbX5c,Butere Iranda Health Centre,18939,Marama West Ward,Butere Sub County,Kakamega County,JiuqbydCIcy,2020Q2,16,35.0,(F),20-24
XGZfxVpbX5c,Butere Iranda Health Centre,18939,Marama West Ward,Butere Sub County,Kakamega County,lj9QYJqS7bN,2020Q1,1,1.0,(M),10-14
XGZfxVpbX5c,Butere Iranda Health Centre,18939,Marama West Ward,Butere Sub County,Kakamega County,pkShOkgNQt2,2019Q4,8,8.0,(M),20-24
XGZfxVpbX5c,Butere Iranda Health Centre,18939,Marama West Ward,Butere Sub County,Kakamega County,pkShOkgNQt2,2020Q2,10,10.0,(M),20-24
XGZfxVpbX5c,Butere Iranda Health Centre,18939,Marama West Ward,Butere Sub County,Kakamega County,YXJf27jfkvS,2019Q4,7,16.0,(F),15-19
XGZfxVpbX5c,Butere Iranda Health Centre,18939,Marama West Ward,Butere Sub County,Kakamega County,YXJf27jfkvS,2020Q1,14,25.0,(F),15-19
UVRLJhXsWSL,Kimangeti Dispensary,15949,Chemuche Ward,Malava Sub County,Kakamega County,atSQz5O7e2A,2019Q4,35,99.0,(F),25+
UVRLJhXsWSL,Kimangeti Dispensary,15949,Chemuche Ward,Malava Sub County,Kakamega County,atSQz5O7e2A,2020Q1,41,92.0,(F),25+
UVRLJhXsWSL,Kimangeti Dispensary,15949,Chemuche Ward,Malava Sub County,Kakamega County,atSQz5O7e2A,2020Q2,7,50.0,(F),25+
UVRLJhXsWSL,Kimangeti Dispensary,15949,Chemuche Ward,Malava Sub County,Kakamega County,gMICOUtzqRb,2020Q1,3,4.0,(F),10-14
UVRLJhXsWSL,Kimangeti Dispensary,15949,Chemuche Ward,Malava Sub County,Kakamega County,gTkVw97FnQK,2019Q4,16,20.0,(M),25+
UVRLJhXsWSL,Kimangeti Dispensary,15949,Chemuche Ward,Malava Sub County,Kakamega County,gTkVw97FnQK,2020Q1,32,30.0,(M),25+
UVRLJhXsWSL,Kimangeti Dispensary,15949,Chemuche Ward,Malava Sub County,Kakamega County,gTkVw97FnQK,2020Q2,10,8.0,(M),25+
UVRLJhXsWSL,Kimangeti Dispensary,15949,Chemuche Ward,Malava Sub County,Kakamega County,XiRbc0DSMOH,2019Q4,4,3.0,(M),15-19
UVRLJhXsWSL,Kimangeti Dispensary,15949,Chemuche Ward,Malava Sub County,Kakamega County,XiRbc0DSMOH,2020Q1,5,7.0,(M),15-19
UVRLJhXsWSL,Kimangeti Dispensary,15949,Chemuche Ward,Malava Sub County,Kakamega County,XiRbc0DSMOH,2020Q2,3,2.0,(M),15-19
V4mRikko5vW,Lung'anyiro Dispensary,15972,Namamali Ward,Matungu Sub County,Kakamega County,atSQz5O7e2A,2019Q4,43,123.0,(F),25+
V4mRikko5vW,Lung'anyiro Dispensary,15972,Namamali Ward,Matungu Sub County,Kakamega County,atSQz5O7e2A,2020Q1,75,165.0,(F),25+
V4mRikko5vW,Lung'anyiro Dispensary,15972,Namamali Ward,Matungu Sub County,Kakamega County,atSQz5O7e2A,2020Q2,45,150.0,(F),25+
V4mRikko5vW,Lung'anyiro Dispensary,15972,Namamali Ward,Matungu Sub County,Kakamega County,gTkVw97FnQK,2019Q4,47,48.0,(M),25+
V4mRikko5vW,Lung'anyiro Dispensary,15972,Namamali Ward,Matungu Sub County,Kakamega County,gTkVw97FnQK,2020Q1,48,50.0,(M),25+
V4mRikko5vW,Lung'anyiro Dispensary,15972,Namamali Ward,Matungu Sub County,Kakamega County,lj9QYJqS7bN,2020Q2,1,1.0,(M),10-14
V4mRikko5vW,Lung'anyiro Dispensary,15972,Namamali Ward,Matungu Sub County,Kakamega County,XiRbc0DSMOH,2019Q4,6,6.0,(M),15-19
V4mRikko5vW,Lung'anyiro Dispensary,15972,Namamali Ward,Matungu Sub County,Kakamega County,XiRbc0DSMOH,2020Q1,5,5.0,(M),15-19
V4mRikko5vW,Lung'anyiro Dispensary,15972,Namamali Ward,Matungu Sub County,Kakamega County,XiRbc0DSMOH,2020Q2,3,3.0,(M),15-19
V4mRikko5vW,Lung'anyiro Dispensary,15972,Namamali Ward,Matungu Sub County,Kakamega County,YXJf27jfkvS,2020Q2,9,57.0,(F),15-19
sKHkoTOfodh,Elwasambi Dispensary,15873,Lusheya/Lubinu Ward,Mumias East Sub County,Kakamega County,gMICOUtzqRb,2019Q4,2,0.0,(F),10-14
y1jWd1Ug7ts,Shibwe Sub-District Hospital,16107,Idakho Central Ward,Ikolomani Sub County,Kakamega County,gTkVw97FnQK,2019Q4,59,74.0,(M),25+
y1jWd1Ug7ts,Shibwe Sub-District Hospital,16107,Idakho Central Ward,Ikolomani Sub County,Kakamega County,lj9QYJqS7bN,2019Q4,6,5.0,(M),10-14
y1jWd1Ug7ts,Shibwe Sub-District Hospital,16107,Idakho Central Ward,Ikolomani Sub County,Kakamega County,pkShOkgNQt2,2020Q2,7,1.0,(M),20-24
sKHkoTOfodh,Elwasambi Dispensary,15873,Lusheya/Lubinu Ward,Mumias East Sub County,Kakamega County,gMICOUtzqRb,2020Q1,1,1.0,(F),10-14
sKHkoTOfodh,Elwasambi Dispensary,15873,Lusheya/Lubinu Ward,Mumias East Sub County,Kakamega County,JiuqbydCIcy,2019Q4,2,12.0,(F),20-24
sKHkoTOfodh,Elwasambi Dispensary,15873,Lusheya/Lubinu Ward,Mumias East Sub County,Kakamega County,JiuqbydCIcy,2020Q1,4,16.0,(F),20-24
sKHkoTOfodh,Elwasambi Dispensary,15873,Lusheya/Lubinu Ward,Mumias East Sub County,Kakamega County,lj9QYJqS7bN,2019Q4,1,2.0,(M),10-14
sKHkoTOfodh,Elwasambi Dispensary,15873,Lusheya/Lubinu Ward,Mumias East Sub County,Kakamega County,lj9QYJqS7bN,2020Q1,2,2.0,(M),10-14
sKHkoTOfodh,Elwasambi Dispensary,15873,Lusheya/Lubinu Ward,Mumias East Sub County,Kakamega County,pkShOkgNQt2,2020Q1,7,7.0,(M),20-24
sKHkoTOfodh,Elwasambi Dispensary,15873,Lusheya/Lubinu Ward,Mumias East Sub County,Kakamega County,YXJf27jfkvS,2019Q4,1,5.0,(F),15-19
sKHkoTOfodh,Elwasambi Dispensary,15873,Lusheya/Lubinu Ward,Mumias East Sub County,Kakamega County,YXJf27jfkvS,2020Q1,4,18.0,(F),15-19
Sl09BVeTcZl,Mundoli Health Centre,16040,Kisa Central Ward,Khwisero Sub County,Kakamega County,JiuqbydCIcy,2019Q4,15,21.0,(F),20-24
Sl09BVeTcZl,Mundoli Health Centre,16040,Kisa Central Ward,Khwisero Sub County,Kakamega County,JiuqbydCIcy,2020Q1,17,23.0,(F),20-24
Sl09BVeTcZl,Mundoli Health Centre,16040,Kisa Central Ward,Khwisero Sub County,Kakamega County,JiuqbydCIcy,2020Q2,17,20.0,(F),20-24
Sl09BVeTcZl,Mundoli Health Centre,16040,Kisa Central Ward,Khwisero Sub County,Kakamega County,pkShOkgNQt2,2020Q1,10,11.0,(M),20-24
Sl09BVeTcZl,Mundoli Health Centre,16040,Kisa Central Ward,Khwisero Sub County,Kakamega County,YXJf27jfkvS,2020Q1,14,18.0,(F),15-19
SL8fi4azWSe,Mugai Dispensary,18779,Shirungu-mugai Ward,Malava Sub County,Kakamega County,JiuqbydCIcy,2019Q4,13,29.0,(F),20-24
yanWZpO1esQ,GK Prisons Dispensary (Kakamega Central),15892,Shirere Ward,Lurambi Sub County,Kakamega County,atSQz5O7e2A,2020Q2,108,14.0,(F),25+
yanWZpO1esQ,GK Prisons Dispensary (Kakamega Central),15892,Shirere Ward,Lurambi Sub County,Kakamega County,gMICOUtzqRb,2019Q4,11,11.0,(F),10-14
yanWZpO1esQ,GK Prisons Dispensary (Kakamega Central),15892,Shirere Ward,Lurambi Sub County,Kakamega County,gMICOUtzqRb,2020Q1,1,0.0,(F),10-14
yanWZpO1esQ,GK Prisons Dispensary (Kakamega Central),15892,Shirere Ward,Lurambi Sub County,Kakamega County,JiuqbydCIcy,2019Q4,58,90.0,(F),20-24
yanWZpO1esQ,GK Prisons Dispensary (Kakamega Central),15892,Shirere Ward,Lurambi Sub County,Kakamega County,pkShOkgNQt2,2019Q4,127,127.0,(M),20-24
yanWZpO1esQ,GK Prisons Dispensary (Kakamega Central),15892,Shirere Ward,Lurambi Sub County,Kakamega County,pkShOkgNQt2,2020Q1,77,67.0,(M),20-24
yanWZpO1esQ,GK Prisons Dispensary (Kakamega Central),15892,Shirere Ward,Lurambi Sub County,Kakamega County,YXJf27jfkvS,2020Q1,48,48.0,(F),15-19
yBE1qjhnu5Q,Mung'ung'u Dispensary,16042,Koyonzo Ward,Matungu Sub County,Kakamega County,atSQz5O7e2A,2020Q2,48,112.0,(F),25+
yBE1qjhnu5Q,Mung'ung'u Dispensary,16042,Koyonzo Ward,Matungu Sub County,Kakamega County,JiuqbydCIcy,2020Q1,15,58.0,(F),20-24
yBE1qjhnu5Q,Mung'ung'u Dispensary,16042,Koyonzo Ward,Matungu Sub County,Kakamega County,JiuqbydCIcy,2020Q2,6,53.0,(F),20-24
yBE1qjhnu5Q,Mung'ung'u Dispensary,16042,Koyonzo Ward,Matungu Sub County,Kakamega County,pkShOkgNQt2,2019Q4,5,6.0,(M),20-24
yBE1qjhnu5Q,Mung'ung'u Dispensary,16042,Koyonzo Ward,Matungu Sub County,Kakamega County,pkShOkgNQt2,2020Q1,2,2.0,(M),20-24
yBE1qjhnu5Q,Mung'ung'u Dispensary,16042,Koyonzo Ward,Matungu Sub County,Kakamega County,pkShOkgNQt2,2020Q2,5,6.0,(M),20-24
yBE1qjhnu5Q,Mung'ung'u Dispensary,16042,Koyonzo Ward,Matungu Sub County,Kakamega County,YXJf27jfkvS,2020Q1,14,40.0,(F),15-19
vhGugNZUV3w,Savane Dispensary,16101,Idakho East Ward,Ikolomani Sub County,Kakamega County,atSQz5O7e2A,2019Q4,11,32.0,(F),25+
vhGugNZUV3w,Savane Dispensary,16101,Idakho East Ward,Ikolomani Sub County,Kakamega County,atSQz5O7e2A,2020Q1,9,46.0,(F),25+
vhGugNZUV3w,Savane Dispensary,16101,Idakho East Ward,Ikolomani Sub County,Kakamega County,atSQz5O7e2A,2020Q2,15,49.0,(F),25+
vhGugNZUV3w,Savane Dispensary,16101,Idakho East Ward,Ikolomani Sub County,Kakamega County,gMICOUtzqRb,2020Q1,1,1.0,(F),10-14
vhGugNZUV3w,Savane Dispensary,16101,Idakho East Ward,Ikolomani Sub County,Kakamega County,gMICOUtzqRb,2020Q2,1,0.0,(F),10-14
vhGugNZUV3w,Savane Dispensary,16101,Idakho East Ward,Ikolomani Sub County,Kakamega County,gTkVw97FnQK,2019Q4,6,9.0,(M),25+
vhGugNZUV3w,Savane Dispensary,16101,Idakho East Ward,Ikolomani Sub County,Kakamega County,gTkVw97FnQK,2020Q1,6,6.0,(M),25+
vhGugNZUV3w,Savane Dispensary,16101,Idakho East Ward,Ikolomani Sub County,Kakamega County,XiRbc0DSMOH,2019Q4,1,1.0,(M),15-19
vhGugNZUV3w,Savane Dispensary,16101,Idakho East Ward,Ikolomani Sub County,Kakamega County,XiRbc0DSMOH,2020Q1,1,1.0,(M),15-19
vhGugNZUV3w,Savane Dispensary,16101,Idakho East Ward,Ikolomani Sub County,Kakamega County,XiRbc0DSMOH,2020Q2,1,1.0,(M),15-19
SL8fi4azWSe,Mugai Dispensary,18779,Shirungu-mugai Ward,Malava Sub County,Kakamega County,JiuqbydCIcy,2020Q1,2,10.0,(F),20-24
SL8fi4azWSe,Mugai Dispensary,18779,Shirungu-mugai Ward,Malava Sub County,Kakamega County,lj9QYJqS7bN,2019Q4,1,1.0,(M),10-14
SL8fi4azWSe,Mugai Dispensary,18779,Shirungu-mugai Ward,Malava Sub County,Kakamega County,pkShOkgNQt2,2019Q4,8,8.0,(M),20-24
SL8fi4azWSe,Mugai Dispensary,18779,Shirungu-mugai Ward,Malava Sub County,Kakamega County,YXJf27jfkvS,2020Q1,5,14.0,(F),15-19
vK6NKz2Sr8B,Kharanda Dispensary,15934,Bunyala West Ward,Navakholo Sub County,Kakamega County,atSQz5O7e2A,2019Q4,29,89.0,(F),25+
vK6NKz2Sr8B,Kharanda Dispensary,15934,Bunyala West Ward,Navakholo Sub County,Kakamega County,atSQz5O7e2A,2020Q1,29,79.0,(F),25+
vK6NKz2Sr8B,Kharanda Dispensary,15934,Bunyala West Ward,Navakholo Sub County,Kakamega County,gTkVw97FnQK,2020Q1,25,24.0,(M),25+
vK6NKz2Sr8B,Kharanda Dispensary,15934,Bunyala West Ward,Navakholo Sub County,Kakamega County,gTkVw97FnQK,2020Q2,11,11.0,(M),25+
vK6NKz2Sr8B,Kharanda Dispensary,15934,Bunyala West Ward,Navakholo Sub County,Kakamega County,lj9QYJqS7bN,2019Q4,1,4.0,(M),10-14
vK6NKz2Sr8B,Kharanda Dispensary,15934,Bunyala West Ward,Navakholo Sub County,Kakamega County,XiRbc0DSMOH,2020Q1,3,2.0,(M),15-19
vK6NKz2Sr8B,Kharanda Dispensary,15934,Bunyala West Ward,Navakholo Sub County,Kakamega County,XiRbc0DSMOH,2020Q2,3,3.0,(M),15-19
vK6NKz2Sr8B,Kharanda Dispensary,15934,Bunyala West Ward,Navakholo Sub County,Kakamega County,YXJf27jfkvS,2019Q4,11,16.0,(F),15-19
vlaFA7e0Boh,Lusheya Health Centre,15977,Lusheya/Lubinu Ward,Mumias East Sub County,Kakamega County,atSQz5O7e2A,2019Q4,31,55.0,(F),25+
vlaFA7e0Boh,Lusheya Health Centre,15977,Lusheya/Lubinu Ward,Mumias East Sub County,Kakamega County,atSQz5O7e2A,2020Q1,31,80.0,(F),25+
vlaFA7e0Boh,Lusheya Health Centre,15977,Lusheya/Lubinu Ward,Mumias East Sub County,Kakamega County,atSQz5O7e2A,2020Q2,15,99.0,(F),25+
vlaFA7e0Boh,Lusheya Health Centre,15977,Lusheya/Lubinu Ward,Mumias East Sub County,Kakamega County,gMICOUtzqRb,2019Q4,1,1.0,(F),10-14
vlaFA7e0Boh,Lusheya Health Centre,15977,Lusheya/Lubinu Ward,Mumias East Sub County,Kakamega County,gMICOUtzqRb,2020Q1,1,1.0,(F),10-14
vlaFA7e0Boh,Lusheya Health Centre,15977,Lusheya/Lubinu Ward,Mumias East Sub County,Kakamega County,gTkVw97FnQK,2019Q4,17,23.0,(M),25+
vlaFA7e0Boh,Lusheya Health Centre,15977,Lusheya/Lubinu Ward,Mumias East Sub County,Kakamega County,XiRbc0DSMOH,2019Q4,2,2.0,(M),15-19
vlaFA7e0Boh,Lusheya Health Centre,15977,Lusheya/Lubinu Ward,Mumias East Sub County,Kakamega County,XiRbc0DSMOH,2020Q1,2,2.0,(M),15-19
vlaFA7e0Boh,Lusheya Health Centre,15977,Lusheya/Lubinu Ward,Mumias East Sub County,Kakamega County,XiRbc0DSMOH,2020Q2,1,1.0,(M),15-19
sS7IzDF2Tm1,Malaha Dispensary,17150,Malaha/Isongo/Makunga Ward,Mumias East Sub County,Kakamega County,JiuqbydCIcy,2020Q1,9,40.0,(F),20-24
sS7IzDF2Tm1,Malaha Dispensary,17150,Malaha/Isongo/Makunga Ward,Mumias East Sub County,Kakamega County,JiuqbydCIcy,2020Q2,6,39.0,(F),20-24
sS7IzDF2Tm1,Malaha Dispensary,17150,Malaha/Isongo/Makunga Ward,Mumias East Sub County,Kakamega County,pkShOkgNQt2,2019Q4,18,16.0,(M),20-24
sS7IzDF2Tm1,Malaha Dispensary,17150,Malaha/Isongo/Makunga Ward,Mumias East Sub County,Kakamega County,YXJf27jfkvS,2019Q4,23,45.0,(F),15-19
sS7IzDF2Tm1,Malaha Dispensary,17150,Malaha/Isongo/Makunga Ward,Mumias East Sub County,Kakamega County,YXJf27jfkvS,2020Q1,6,19.0,(F),15-19
sS7IzDF2Tm1,Malaha Dispensary,17150,Malaha/Isongo/Makunga Ward,Mumias East Sub County,Kakamega County,YXJf27jfkvS,2020Q2,5,27.0,(F),15-19
VymFeOiKKGv,Shikunga Health Centre,16111,Marenyo-Shianda Ward,Butere Sub County,Kakamega County,atSQz5O7e2A,2019Q4,53,81.0,(F),25+
VymFeOiKKGv,Shikunga Health Centre,16111,Marenyo-Shianda Ward,Butere Sub County,Kakamega County,atSQz5O7e2A,2020Q1,67,105.0,(F),25+
VymFeOiKKGv,Shikunga Health Centre,16111,Marenyo-Shianda Ward,Butere Sub County,Kakamega County,gMICOUtzqRb,2019Q4,1,1.0,(F),10-14
VymFeOiKKGv,Shikunga Health Centre,16111,Marenyo-Shianda Ward,Butere Sub County,Kakamega County,gMICOUtzqRb,2020Q1,5,2.0,(F),10-14
VymFeOiKKGv,Shikunga Health Centre,16111,Marenyo-Shianda Ward,Butere Sub County,Kakamega County,gMICOUtzqRb,2020Q2,1,1.0,(F),10-14
VymFeOiKKGv,Shikunga Health Centre,16111,Marenyo-Shianda Ward,Butere Sub County,Kakamega County,gTkVw97FnQK,2020Q1,49,51.0,(M),25+
VymFeOiKKGv,Shikunga Health Centre,16111,Marenyo-Shianda Ward,Butere Sub County,Kakamega County,gTkVw97FnQK,2020Q2,23,24.0,(M),25+
VymFeOiKKGv,Shikunga Health Centre,16111,Marenyo-Shianda Ward,Butere Sub County,Kakamega County,XiRbc0DSMOH,2019Q4,3,3.0,(M),15-19
VymFeOiKKGv,Shikunga Health Centre,16111,Marenyo-Shianda Ward,Butere Sub County,Kakamega County,XiRbc0DSMOH,2020Q1,5,5.0,(M),15-19
VymFeOiKKGv,Shikunga Health Centre,16111,Marenyo-Shianda Ward,Butere Sub County,Kakamega County,XiRbc0DSMOH,2020Q2,1,1.0,(M),15-19
VymFeOiKKGv,Shikunga Health Centre,16111,Marenyo-Shianda Ward,Butere Sub County,Kakamega County,YXJf27jfkvS,2019Q4,17,31.0,(F),15-19
W1JxUhwofMg,Shikokho Dispensary,16110,Idakho East Ward,Ikolomani Sub County,Kakamega County,atSQz5O7e2A,2020Q1,13,20.0,(F),25+
W1JxUhwofMg,Shikokho Dispensary,16110,Idakho East Ward,Ikolomani Sub County,Kakamega County,atSQz5O7e2A,2020Q2,22,31.0,(F),25+
W1JxUhwofMg,Shikokho Dispensary,16110,Idakho East Ward,Ikolomani Sub County,Kakamega County,gMICOUtzqRb,2019Q4,1,1.0,(F),10-14
W1JxUhwofMg,Shikokho Dispensary,16110,Idakho East Ward,Ikolomani Sub County,Kakamega County,gMICOUtzqRb,2020Q1,1,1.0,(F),10-14
W1JxUhwofMg,Shikokho Dispensary,16110,Idakho East Ward,Ikolomani Sub County,Kakamega County,gMICOUtzqRb,2020Q2,3,0.0,(F),10-14
W1JxUhwofMg,Shikokho Dispensary,16110,Idakho East Ward,Ikolomani Sub County,Kakamega County,gTkVw97FnQK,2019Q4,12,12.0,(M),25+
W1JxUhwofMg,Shikokho Dispensary,16110,Idakho East Ward,Ikolomani Sub County,Kakamega County,gTkVw97FnQK,2020Q1,6,6.0,(M),25+
W1JxUhwofMg,Shikokho Dispensary,16110,Idakho East Ward,Ikolomani Sub County,Kakamega County,XiRbc0DSMOH,2019Q4,2,2.0,(M),15-19
W1JxUhwofMg,Shikokho Dispensary,16110,Idakho East Ward,Ikolomani Sub County,Kakamega County,XiRbc0DSMOH,2020Q1,1,1.0,(M),15-19
W1JxUhwofMg,Shikokho Dispensary,16110,Idakho East Ward,Ikolomani Sub County,Kakamega County,XiRbc0DSMOH,2020Q2,3,3.0,(M),15-19
