facilityuid,facility,code,ward,sub_county,county,indicator,indicator_name,period,dhis2_value,datim_value
rxOzjXrbCkg,Matete Health Centre,16005.0,Chevaywa Ward,Lugari Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,252.0,246.0
Ohx8SxDgCfo,St Mary's Hospital (Mumias),16141.0,Mumias Central Ward,Mumias West Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q2,12.0,12.0
d4U4gk3e0uD,Ileho Health Centre,15900.0,Isukha East Ward,Shinyalu Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,121.0,80.0
HLBR8Fm8NHq,Musembe Dispensary,16865.0,Isukha Central Ward,Shinyalu Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,43.0,42.0
IPuJB69xbia,Jamia Medical Centre,15906.0,Mumias Central Ward,Mumias West Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2019Q4,1.0,1.0
HRweTMDGBxV,Shihome Dispensary,16109.0,South Kabras Ward,Malava Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,3.0,3.0
yBE1qjhnu5Q,Mung'ung'u Dispensary,16042.0,Koyonzo Ward,Matungu Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,76.0,76.0
vK6NKz2Sr8B,Kharanda Dispensary,15934.0,Bunyala West Ward,Navakholo Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,104.0,104.0
kWzAmRGUHal,Kakamega Forest Dispensary,15914.0,Isukha Central Ward,Shinyalu Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q2,4.0,4.0
hbWUwbyiJhb,Khaunga Dispensary,15936.0,East wanga Ward,Mumias East Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,100.0,99.0
ZWaly1q0aqs,Imalaba Dispensary,16484.0,Idakho South Ward,Ikolomani Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,15.0,15.0
MsF0OYgs0ut,Eregi Mission Health Centre,15881.0,Idakho South Ward,Ikolomani Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q2,2.0,2.0
rEKNga4CgFK,Eshikhuyu Dispensary,15882.0,Butsotso Central Ward,Lurambi Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,43.0,42.0
r8z0MeOdroa,Lumani Dispensary,15970.0,Chevaywa Ward,Lugari Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,96.0,95.0
Ci1bld843vy,Chekalini Dispensary,15851.0,Chekalini Ward,Lugari Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,114.0,111.0
Hvo3qjmJZTO,Sivilie Dispensary,16147.0,Bunyala East Ward,Navakholo Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2019Q4,1.0,1.0
tENZF6BO4Q7,Mukumu Hospital,16030.0,Isukha South Ward,Shinyalu Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,175.0,174.0
s7kF3iHFhmi,Mautuma Sub-District Hospital,16010.0,Mautuma Ward,Lugari Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q2,2.0,2.0
zsswqbRZEzQ,Shikusi Dispensary,16113.0,Isukha South Ward,Shinyalu Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,71.0,70.0
Hvo3qjmJZTO,Sivilie Dispensary,16147.0,Bunyala East Ward,Navakholo Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,97.0,97.0
qknYkm1vsuY,Kambiri Health Centre,15916.0,Isukha North Ward,Shinyalu Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,78.0,78.0
PLczdqs5KKm,Nyaporo Dispensary,17082.0,Malaha/Isongo/Makunga Ward,Mumias East Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,1.0,1.0
FiGBHFGyJas,Turbo Forest Dispensary,16154.0,Likuyani Ward,Likuyani Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,41.0,41.0
Gwo8OLfAeek,Soy Sambu Dispensary,16134.0,Sango Ward,Likuyani Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,31.0,29.0
pxlVNltvIME,Malava District Hospital,15996.0,Shirungu-mugai Ward,Malava Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q2,11.0,11.0
iuatmqJAf90,Matunda Sub-District Hospital,16008.0,Nzoia Ward,Likuyani Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,248.0,246.0
pZd75ZZ55tI,Elukhambi Dispensary,15872.0,Butsotso South Ward,Lurambi Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,29.0,29.0
r8z0MeOdroa,Lumani Dispensary,15970.0,Chevaywa Ward,Lugari Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,94.0,94.0
WHog7fSSmKt,Makunga Rhdc,15991.0,Malaha/Isongo/Makunga Ward,Mumias East Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2019Q4,2.0,2.0
CceWNo4yXvT,Malekha Dispensary,15997.0,Shirungu-mugai Ward,Malava Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2019Q4,1.0,1.0
KZokajoLAXf,Seregeya Dispensary,16102.0,Likuyani Ward,Likuyani Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,31.0,30.0
lbpwWBn36iE,Majengo Dispensary,15988.0,Lumakanda Ward,Lugari Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2019Q4,1.0,1.0
UVRLJhXsWSL,Kimangeti Dispensary,15949.0,Chemuche Ward,Malava Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,1.0,1.0
AbSJUr5oge2,Likuyani Sub-District Hospital,15961.0,Likuyani Ward,Likuyani Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,269.0,264.0
dI28kasf8Jj,Bushiri Health Centre,15833.0,Ingoste-Matiha Ward,Navakholo Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,267.0,265.0
Hz0YZaxawTo,Ahmadiya Hospital,15791.0,Lusheya/Lubinu Ward,Mumias East Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,65.0,65.0
LJ5JNqUKr2k,Chegulo Dispensary,15850.0,Butali/Chegulo Ward,Malava Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,50.0,50.0
Hvo3qjmJZTO,Sivilie Dispensary,16147.0,Bunyala East Ward,Navakholo Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,89.0,87.0
mzlrz5MPNNj,Mahanga Dispensary - Kakamega,15987.0,Lwandeti Ward,Lugari Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2019Q4,1.0,1.0
S9Q1bx9tpZz,Chombeli Health Centre,15859.0,Shirungu-mugai Ward,Malava Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,2.0,2.0
s10bI57eZ6v,Namulungu Dispensary,16070.0,Kholera Ward,Matungu Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,90.0,88.0
Ohx8SxDgCfo,St Mary's Hospital (Mumias),16141.0,Mumias Central Ward,Mumias West Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,11.0,15.0
HRweTMDGBxV,Shihome Dispensary,16109.0,South Kabras Ward,Malava Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,72.0,70.0
Sy2bE0LtTJx,Muting'ong'o Dispensary,16054.0,Chemuche Ward,Malava Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,48.0,48.0
pyNcZj1SiiO,Mumias Dispensary,16035.0,Mumias Central Ward,Mumias West Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,199.0,195.0
El8fBMbWcrO,Kuvasali Health Centre,15959.0,East Kabras Ward,Malava Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q2,3.0,3.0
UNbhlHZjMF2,Shamberere Dispensary,16105.0,South Kabras Ward,Malava Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,2.0,2.0
Gwo8OLfAeek,Soy Sambu Dispensary,16134.0,Sango Ward,Likuyani Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,1.0,1.0
IBvuTu4Q05K,Eshirembe Dispensary,17133.0,Butsotso South Ward,Lurambi Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,27.0,27.0
hbWUwbyiJhb,Khaunga Dispensary,15936.0,East wanga Ward,Mumias East Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2019Q4,4.0,4.0
sS7IzDF2Tm1,Malaha Dispensary,17150.0,Malaha/Isongo/Makunga Ward,Mumias East Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,106.0,105.0
wP6cPKxmPwl,Approved Dispensary,15804.0,Mahiakalo Ward,Lurambi Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,97.0,97.0
uBuA0tgQVms,Mumias Sugar Clinic,16038.0,Mumias North Ward,Mumias West Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,1.0,1.0
ozud4J6eShX,Eshikulu Dispensary,17217.0,Etenje Ward,Mumias West Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,43.0,42.0
bm0xjIsElOx,Namagara Dispensary,16064.0,Manda-shivanga Ward,Malava Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q2,1.0,1.0
V4mRikko5vW,Lung'anyiro Dispensary,15972.0,Namamali Ward,Matungu Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,198.0,175.0
IPuJB69xbia,Jamia Medical Centre,15906.0,Mumias Central Ward,Mumias West Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,1.0,1.0
FkiRDv9jRrl,Ikuywa Dispensary,16717.0,Isukha East Ward,Shinyalu Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,23.0,21.0
D4qI2X6dXcu,Chimoi Health Centre,15858.0,Manda-shivanga Ward,Malava Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q2,3.0,3.0
hbWUwbyiJhb,Khaunga Dispensary,15936.0,East wanga Ward,Mumias East Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,129.0,127.0
FkiRDv9jRrl,Ikuywa Dispensary,16717.0,Isukha East Ward,Shinyalu Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,40.0,39.0
J2atPWRHPz7,Masinde Muliro University of Science and Technolog,16764.0,Mahiakalo Ward,Lurambi Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,3.0,3.0
tENZF6BO4Q7,Mukumu Hospital,16030.0,Isukha South Ward,Shinyalu Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,243.0,241.0
aTrw18DrKW1,Mabusi Health Centre,15983.0,Nzoia Ward,Likuyani Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,170.0,169.0
BRIBehwYmcd,Shamakhubu Health Centre,16104.0,Murhanda Ward,Shinyalu Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,3.0,3.0
s10bI57eZ6v,Namulungu Dispensary,16070.0,Kholera Ward,Matungu Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2019Q4,1.0,1.0
vK6NKz2Sr8B,Kharanda Dispensary,15934.0,Bunyala West Ward,Navakholo Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2019Q4,1.0,1.0
DdPmglUPme3,Kilingili Health Centre,15945.0,Idakho South Ward,Ikolomani Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,61.0,61.0
zvicDsjeRbr,Lunyito Dispensary,15974.0,Lugari Ward,Lugari Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,22.0,22.0
MsF0OYgs0ut,Eregi Mission Health Centre,15881.0,Idakho South Ward,Ikolomani Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,25.0,25.0
WHog7fSSmKt,Makunga Rhdc,15991.0,Malaha/Isongo/Makunga Ward,Mumias East Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q2,13.0,13.0
JTL8OVhlUqF,Chebwai Mission Dispensary,15849.0,Butali/Chegulo Ward,Malava Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,37.0,37.0
zsswqbRZEzQ,Shikusi Dispensary,16113.0,Isukha South Ward,Shinyalu Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,85.0,84.0
rVLDPAPrFsC,Imulama Dispensary,16481.0,Idakho North Ward,Ikolomani Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2019Q4,1.0,1.0
uj2UMJenimd,Nabongo Dispensary,16059.0,Sheywe Ward,Lurambi Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,181.0,178.0
wCYNSByDP30,Nzoia Matete Dispensary,16086.0,Lwandeti Ward,Lugari Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2019Q4,1.0,1.0
pxlVNltvIME,Malava District Hospital,15996.0,Shirungu-mugai Ward,Malava Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,381.0,369.0
fVYB9g9ByWU,Elwesero Dispensary,15874.0,Shirere Ward,Lurambi Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,172.0,169.0
c6oal13vwWU,Shivanga Health Centre,16122.0,Manda-shivanga Ward,Malava Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,70.0,70.0
Hvo3qjmJZTO,Sivilie Dispensary,16147.0,Bunyala East Ward,Navakholo Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q2,1.0,1.0
PKZbcnRwCfc,Sinoko Dispensary (Likuyani),16127.0,Sinoko Ward,Likuyani Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,54.0,54.0
qknYkm1vsuY,Kambiri Health Centre,15916.0,Isukha North Ward,Shinyalu Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q2,3.0,3.0
kWzAmRGUHal,Kakamega Forest Dispensary,15914.0,Isukha Central Ward,Shinyalu Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,3.0,3.0
TtPo1TF1tpl,Lutaso Dispensary,15978.0,Bunyala East Ward,Navakholo Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,12.0,12.0
gl9nmj6WvWP,Budonga Dispensary,15812.0,Bunyala West Ward,Navakholo Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,1.0,1.0
zRb4VBix3Qg,Matunda Nursing Home,16007.0,Nzoia Ward,Likuyani Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,88.0,88.0
wXYxrsjOc8d,Bungasi Health Centre,15827.0,Musanda Ward,Mumias West Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,2.0,2.0
mzlrz5MPNNj,Mahanga Dispensary - Kakamega,15987.0,Lwandeti Ward,Lugari Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q2,1.0,1.0
s7kF3iHFhmi,Mautuma Sub-District Hospital,16010.0,Mautuma Ward,Lugari Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,181.0,176.0
iuatmqJAf90,Matunda Sub-District Hospital,16008.0,Nzoia Ward,Likuyani Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q2,2.0,2.0
vlaFA7e0Boh,Lusheya Health Centre,15977.0,Lusheya/Lubinu Ward,Mumias East Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q2,3.0,3.0
Cyrvs2lDXuc,Musanda (ACK) Clinic,16049.0,Musanda Ward,Mumias West Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,2.0,2.0
z3XPCm6Ssp3,Imbiakalo Dispensary,15901.0,West Kabras Ward,Malava Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,1.0,1.0
pZd75ZZ55tI,Elukhambi Dispensary,15872.0,Butsotso South Ward,Lurambi Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,16.0,16.0
wcM6pww7h2a,Bukura Health Centre,15820.0,Butsotso South Ward,Lurambi Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,132.0,130.0
sKHkoTOfodh,Elwasambi Dispensary,15873.0,Lusheya/Lubinu Ward,Mumias East Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,40.0,40.0
IwDcBQwgbEg,Sango Dispensary,16100.0,Sango Ward,Likuyani Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,1.0,1.0
tmOunpxPDt9,Ap Line Dispensary,15801.0,Shirere Ward,Lurambi Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,5.0,7.0
eFmuvjEF89U,Mung'ang'a Dispensary,16041.0,East wanga Ward,Mumias East Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,45.0,45.0
z9FKHisHLl1,Mukuyu Dispensary,16031.0,Mautuma Ward,Lugari Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q2,1.0,1.0
HRweTMDGBxV,Shihome Dispensary,16109.0,South Kabras Ward,Malava Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q2,1.0,1.0
aldqNnKJgrg,Matioli Dispensary,16006.0,Butsotso South Ward,Lurambi Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,26.0,26.0
nNM3ZA9ErqU,Shikusa Health Centre,16112.0,Isukha North Ward,Shinyalu Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,63.0,82.0
aldqNnKJgrg,Matioli Dispensary,16006.0,Butsotso South Ward,Lurambi Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,21.0,20.0
zjvUyYZscbf,St Charles Lwanga Health Centre,15957.0,Chekalini Ward,Lugari Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,53.0,53.0
DIonv0JYDFH,Nala Maternity and Nursing Home,16062.0,Shirere Ward,Lurambi Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,1.0,1.0
ndBnE6yUjoy,Bukaya Health Centre,15817.0,Etenje Ward,Mumias West Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,6.0,6.0
r8z0MeOdroa,Lumani Dispensary,15970.0,Chevaywa Ward,Lugari Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q2,3.0,3.0
IPuJB69xbia,Jamia Medical Centre,15906.0,Mumias Central Ward,Mumias West Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q2,3.0,3.0
D4qI2X6dXcu,Chimoi Health Centre,15858.0,Manda-shivanga Ward,Malava Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,2.0,2.0
ozud4J6eShX,Eshikulu Dispensary,17217.0,Etenje Ward,Mumias West Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,46.0,44.0
FGkaUMhNlgb,Ematiha Dispensary,16867.0,Ingoste-Matiha Ward,Navakholo Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,53.0,53.0
KzjIbQebF4W,Shiseso Health Centre,16119.0,Idakho North Ward,Ikolomani Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,71.0,70.0
eFmuvjEF89U,Mung'ang'a Dispensary,16041.0,East wanga Ward,Mumias East Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,55.0,55.0
uj2UMJenimd,Nabongo Dispensary,16059.0,Sheywe Ward,Lurambi Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,139.0,138.0
MPbxqvaEWLa,Navakholo Sub-District Hospital,16078.0,Bunyala Central Ward,Navakholo Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,170.0,167.0
MPbxqvaEWLa,Navakholo Sub-District Hospital,16078.0,Bunyala Central Ward,Navakholo Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,201.0,206.0
r5bAjjkOcRq,Khalaba Health Centre,15931.0,Khalaba Ward,Matungu Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,163.0,161.0
y1jWd1Ug7ts,Shibwe Sub-District Hospital,16107.0,Idakho Central Ward,Ikolomani Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,8.0,8.0
COpiQeVtvEL,St Pius Musoli Health Centre,16145.0,Idakho Central Ward,Ikolomani Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,23.0,23.0
WVQA3Ztjy6t,Iguhu District Hospital,15899.0,Idakho East Ward,Ikolomani Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,192.0,187.0
ilI3ROaTEuf,Maturu Dispensary,16009.0,Lwandeti Ward,Lugari Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2019Q4,1.0,1.0
fVYB9g9ByWU,Elwesero Dispensary,15874.0,Shirere Ward,Lurambi Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,195.0,192.0
y1jWd1Ug7ts,Shibwe Sub-District Hospital,16107.0,Idakho Central Ward,Ikolomani Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2019Q4,5.0,5.0
yBE1qjhnu5Q,Mung'ung'u Dispensary,16042.0,Koyonzo Ward,Matungu Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,135.0,135.0
COpiQeVtvEL,St Pius Musoli Health Centre,16145.0,Idakho Central Ward,Ikolomani Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,24.0,24.0
sKHkoTOfodh,Elwasambi Dispensary,15873.0,Lusheya/Lubinu Ward,Mumias East Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,42.0,41.0
cMV2EgW6Tza,Mahatma Gandi Health Centre,16144.0,Isukha South Ward,Shinyalu Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q2,1.0,1.0
yanWZpO1esQ,GK Prisons Dispensary (Kakamega Central),15892.0,Shirere Ward,Lurambi Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2019Q4,7.0,7.0
vhGugNZUV3w,Savane Dispensary,16101.0,Idakho East Ward,Ikolomani Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,68.0,68.0
D4qI2X6dXcu,Chimoi Health Centre,15858.0,Manda-shivanga Ward,Malava Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2019Q4,1.0,1.0
bm0xjIsElOx,Namagara Dispensary,16064.0,Manda-shivanga Ward,Malava Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2019Q4,1.0,1.0
FGkaUMhNlgb,Ematiha Dispensary,16867.0,Ingoste-Matiha Ward,Navakholo Sub County,Kakamega County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,43.0,42.0
tmOunpxPDt9,Ap Line Dispensary,15801.0,Shirere Ward,Lurambi Sub County,Kakamega County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q2,12.0,12.0
