facilityuid,facility,code,ward,sub_county,county,indicator,indicator_name,period,dhis2_value,other,gender,short_indicator_name,age
ilI3ROaTEuf,Maturu Dispensary,16009,Lwandeti Ward,Lugari Sub County,Kakamega County,YXJf27jfkvS,MOH 731 Tested_15-19(F) HV01-05,2019Q4,5,24,female,tested,15-19
ilI3ROaTEuf,Maturu Dispensary,16009,Lwandeti Ward,Lugari Sub County,Kakamega County,YXJf27jfkvS,MOH 731 Tested_15-19(F) HV01-05,2020Q1,3,27,female,tested,15-19
IPuJB69xbia,Jamia Medical Centre,15906,Mumias Central Ward,Mumias West Sub County,Kakamega County,atSQz5O7e2A,MOH 731 Tested_25+ (F) HV01-09,2019Q4,111,167,female,tested,25+
IPuJB69xbia,Jamia Medical Centre,15906,Mumias Central Ward,Mumias West Sub County,Kakamega County,atSQz5O7e2A,MOH 731 Tested_25+ (F) HV01-09,2020Q1,138,188,female,tested,25+
IPuJB69xbia,Jamia Medical Centre,15906,Mumias Central Ward,Mumias West Sub County,Kakamega County,atSQz5O7e2A,MOH 731 Tested_25+ (F) HV01-09,2020Q2,70,98,female,tested,25+
IPuJB69xbia,Jamia Medical Centre,15906,Mumias Central Ward,Mumias West Sub County,Kakamega County,gTkVw97FnQK,MOH 731 Tested_25+ (M) HV01-08,2019Q4,97,92,male,tested,25+
IPuJB69xbia,Jamia Medical Centre,15906,Mumias Central Ward,Mumias West Sub County,Kakamega County,gTkVw97FnQK,MOH 731 Tested_25+ (M) HV01-08,2020Q1,106,106,male,tested,25+
IPuJB69xbia,Jamia Medical Centre,15906,Mumias Central Ward,Mumias West Sub County,Kakamega County,gTkVw97FnQK,MOH 731 Tested_25+ (M) HV01-08,2020Q2,84,86,male,tested,25+
IPuJB69xbia,Jamia Medical Centre,15906,Mumias Central Ward,Mumias West Sub County,Kakamega County,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,2019Q4,1,1,male,tested,10-14
IPuJB69xbia,Jamia Medical Centre,15906,Mumias Central Ward,Mumias West Sub County,Kakamega County,XiRbc0DSMOH,MOH 731 Tested_15-19 (M) HV01-04,2019Q4,2,2,male,tested,15-19
IPuJB69xbia,Jamia Medical Centre,15906,Mumias Central Ward,Mumias West Sub County,Kakamega County,XiRbc0DSMOH,MOH 731 Tested_15-19 (M) HV01-04,2020Q1,7,7,male,tested,15-19
IPuJB69xbia,Jamia Medical Centre,15906,Mumias Central Ward,Mumias West Sub County,Kakamega County,XiRbc0DSMOH,MOH 731 Tested_15-19 (M) HV01-04,2020Q2,2,2,male,tested,15-19
iuatmqJAf90,Matunda Sub-District Hospital,16008,Nzoia Ward,Likuyani Sub County,Kakamega County,atSQz5O7e2A,MOH 731 Tested_25+ (F) HV01-09,2019Q4,102,202,female,tested,25+
iuatmqJAf90,Matunda Sub-District Hospital,16008,Nzoia Ward,Likuyani Sub County,Kakamega County,atSQz5O7e2A,MOH 731 Tested_25+ (F) HV01-09,2020Q1,178,299,female,tested,25+
iuatmqJAf90,Matunda Sub-District Hospital,16008,Nzoia Ward,Likuyani Sub County,Kakamega County,gTkVw97FnQK,MOH 731 Tested_25+ (M) HV01-08,2020Q1,149,158,male,tested,25+
iuatmqJAf90,Matunda Sub-District Hospital,16008,Nzoia Ward,Likuyani Sub County,Kakamega County,gTkVw97FnQK,MOH 731 Tested_25+ (M) HV01-08,2020Q2,100,99,male,tested,25+
iuatmqJAf90,Matunda Sub-District Hospital,16008,Nzoia Ward,Likuyani Sub County,Kakamega County,XiRbc0DSMOH,MOH 731 Tested_15-19 (M) HV01-04,2019Q4,8,7,male,tested,15-19
iuatmqJAf90,Matunda Sub-District Hospital,16008,Nzoia Ward,Likuyani Sub County,Kakamega County,XiRbc0DSMOH,MOH 731 Tested_15-19 (M) HV01-04,2020Q1,11,11,male,tested,15-19
iuatmqJAf90,Matunda Sub-District Hospital,16008,Nzoia Ward,Likuyani Sub County,Kakamega County,XiRbc0DSMOH,MOH 731 Tested_15-19 (M) HV01-04,2020Q2,7,7,male,tested,15-19
iuatmqJAf90,Matunda Sub-District Hospital,16008,Nzoia Ward,Likuyani Sub County,Kakamega County,YXJf27jfkvS,MOH 731 Tested_15-19(F) HV01-05,2019Q4,14,38,female,tested,15-19
IwDcBQwgbEg,Sango Dispensary,16100,Sango Ward,Likuyani Sub County,Kakamega County,atSQz5O7e2A,MOH 731 Tested_25+ (F) HV01-09,2019Q4,71,114,female,tested,25+
IwDcBQwgbEg,Sango Dispensary,16100,Sango Ward,Likuyani Sub County,Kakamega County,atSQz5O7e2A,MOH 731 Tested_25+ (F) HV01-09,2020Q1,135,161,female,tested,25+
IwDcBQwgbEg,Sango Dispensary,16100,Sango Ward,Likuyani Sub County,Kakamega County,atSQz5O7e2A,MOH 731 Tested_25+ (F) HV01-09,2020Q2,123,152,female,tested,25+
IwDcBQwgbEg,Sango Dispensary,16100,Sango Ward,Likuyani Sub County,Kakamega County,gTkVw97FnQK,MOH 731 Tested_25+ (M) HV01-08,2019Q4,45,48,male,tested,25+
IwDcBQwgbEg,Sango Dispensary,16100,Sango Ward,Likuyani Sub County,Kakamega County,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,2020Q1,1,7,male,tested,10-14
IwDcBQwgbEg,Sango Dispensary,16100,Sango Ward,Likuyani Sub County,Kakamega County,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,2020Q2,1,2,male,tested,10-14
IwDcBQwgbEg,Sango Dispensary,16100,Sango Ward,Likuyani Sub County,Kakamega County,OePJt8CcZ0d,MOH 731 Tested_1-9 HV01-01,2020Q2,2,,n,tested,1-9
IwDcBQwgbEg,Sango Dispensary,16100,Sango Ward,Likuyani Sub County,Kakamega County,XiRbc0DSMOH,MOH 731 Tested_15-19 (M) HV01-04,2019Q4,5,5,male,tested,15-19
IwDcBQwgbEg,Sango Dispensary,16100,Sango Ward,Likuyani Sub County,Kakamega County,XiRbc0DSMOH,MOH 731 Tested_15-19 (M) HV01-04,2020Q1,4,4,male,tested,15-19
IwDcBQwgbEg,Sango Dispensary,16100,Sango Ward,Likuyani Sub County,Kakamega County,XiRbc0DSMOH,MOH 731 Tested_15-19 (M) HV01-04,2020Q2,6,5,male,tested,15-19
IwDcBQwgbEg,Sango Dispensary,16100,Sango Ward,Likuyani Sub County,Kakamega County,YXJf27jfkvS,MOH 731 Tested_15-19(F) HV01-05,2020Q2,21,32,female,tested,15-19
iWFObHTUbzT,Eluche,18361,East wanga Ward,Mumias East Sub County,Kakamega County,atSQz5O7e2A,MOH 731 Tested_25+ (F) HV01-09,2019Q4,37,50,female,tested,25+
iWFObHTUbzT,Eluche,18361,East wanga Ward,Mumias East Sub County,Kakamega County,atSQz5O7e2A,MOH 731 Tested_25+ (F) HV01-09,2020Q1,35,58,female,tested,25+
iWFObHTUbzT,Eluche,18361,East wanga Ward,Mumias East Sub County,Kakamega County,gTkVw97FnQK,MOH 731 Tested_25+ (M) HV01-08,2020Q2,17,18,male,tested,25+
iWFObHTUbzT,Eluche,18361,East wanga Ward,Mumias East Sub County,Kakamega County,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,2020Q2,1,1,male,tested,10-14
iWFObHTUbzT,Eluche,18361,East wanga Ward,Mumias East Sub County,Kakamega County,OePJt8CcZ0d,MOH 731 Tested_1-9 HV01-01,2020Q1,9,9,n,tested,1-9
iWFObHTUbzT,Eluche,18361,East wanga Ward,Mumias East Sub County,Kakamega County,XiRbc0DSMOH,MOH 731 Tested_15-19 (M) HV01-04,2019Q4,4,4,male,tested,15-19
iWFObHTUbzT,Eluche,18361,East wanga Ward,Mumias East Sub County,Kakamega County,XiRbc0DSMOH,MOH 731 Tested_15-19 (M) HV01-04,2020Q1,2,2,male,tested,15-19
iWFObHTUbzT,Eluche,18361,East wanga Ward,Mumias East Sub County,Kakamega County,XiRbc0DSMOH,MOH 731 Tested_15-19 (M) HV01-04,2020Q2,1,1,male,tested,15-19
iWFObHTUbzT,Eluche,18361,East wanga Ward,Mumias East Sub County,Kakamega County,YXJf27jfkvS,MOH 731 Tested_15-19(F) HV01-05,2019Q4,12,18,female,tested,15-19
iWFObHTUbzT,Eluche,18361,East wanga Ward,Mumias East Sub County,Kakamega County,YXJf27jfkvS,MOH 731 Tested_15-19(F) HV01-05,2020Q1,5,12,female,tested,15-19
lUeBChLhZoD,Munyuki Dispensary,16046,Lumakanda Ward,Lugari Sub County,Kakamega County,atSQz5O7e2A,MOH 731 Tested_25+ (F) HV01-09,2020Q1,52,83,female,tested,25+
lUeBChLhZoD,Munyuki Dispensary,16046,Lumakanda Ward,Lugari Sub County,Kakamega County,JiuqbydCIcy,MOH 731 Tested_20-24(F) HV01-07,2020Q1,9,30,female,tested,20-24
lUeBChLhZoD,Munyuki Dispensary,16046,Lumakanda Ward,Lugari Sub County,Kakamega County,OePJt8CcZ0d,MOH 731 Tested_1-9 HV01-01,2020Q1,1,1,n,tested,1-9
lUeBChLhZoD,Munyuki Dispensary,16046,Lumakanda Ward,Lugari Sub County,Kakamega County,OePJt8CcZ0d,MOH 731 Tested_1-9 HV01-01,2020Q2,3,2,n,tested,1-9
lUeBChLhZoD,Munyuki Dispensary,16046,Lumakanda Ward,Lugari Sub County,Kakamega County,pkShOkgNQt2,MOH 731 Tested_20-24(M) HV01-06,2019Q4,12,11,male,tested,20-24
lUeBChLhZoD,Munyuki Dispensary,16046,Lumakanda Ward,Lugari Sub County,Kakamega County,YXJf27jfkvS,MOH 731 Tested_15-19(F) HV01-05,2019Q4,12,19,female,tested,15-19
lUeBChLhZoD,Munyuki Dispensary,16046,Lumakanda Ward,Lugari Sub County,Kakamega County,YXJf27jfkvS,MOH 731 Tested_15-19(F) HV01-05,2020Q2,2,8,female,tested,15-19
J2atPWRHPz7,Masinde Muliro University of Science and Technolog,16764,Mahiakalo Ward,Lurambi Sub County,Kakamega County,atSQz5O7e2A,MOH 731 Tested_25+ (F) HV01-09,2019Q4,2,3,female,tested,25+
J2atPWRHPz7,Masinde Muliro University of Science and Technolog,16764,Mahiakalo Ward,Lurambi Sub County,Kakamega County,atSQz5O7e2A,MOH 731 Tested_25+ (F) HV01-09,2020Q1,27,28,female,tested,25+
J2atPWRHPz7,Masinde Muliro University of Science and Technolog,16764,Mahiakalo Ward,Lurambi Sub County,Kakamega County,atSQz5O7e2A,MOH 731 Tested_25+ (F) HV01-09,2020Q2,2,2,female,tested,25+
J2atPWRHPz7,Masinde Muliro University of Science and Technolog,16764,Mahiakalo Ward,Lurambi Sub County,Kakamega County,gTkVw97FnQK,MOH 731 Tested_25+ (M) HV01-08,2019Q4,10,11,male,tested,25+
J2atPWRHPz7,Masinde Muliro University of Science and Technolog,16764,Mahiakalo Ward,Lurambi Sub County,Kakamega County,gTkVw97FnQK,MOH 731 Tested_25+ (M) HV01-08,2020Q1,51,58,male,tested,25+
J2atPWRHPz7,Masinde Muliro University of Science and Technolog,16764,Mahiakalo Ward,Lurambi Sub County,Kakamega County,gTkVw97FnQK,MOH 731 Tested_25+ (M) HV01-08,2020Q2,1,1,male,tested,25+
J2atPWRHPz7,Masinde Muliro University of Science and Technolog,16764,Mahiakalo Ward,Lurambi Sub County,Kakamega County,XiRbc0DSMOH,MOH 731 Tested_15-19 (M) HV01-04,2019Q4,17,18,male,tested,15-19
J2atPWRHPz7,Masinde Muliro University of Science and Technolog,16764,Mahiakalo Ward,Lurambi Sub County,Kakamega County,XiRbc0DSMOH,MOH 731 Tested_15-19 (M) HV01-04,2020Q1,30,31,male,tested,15-19
LJ5JNqUKr2k,Chegulo Dispensary,15850,Butali/Chegulo Ward,Malava Sub County,Kakamega County,JiuqbydCIcy,MOH 731 Tested_20-24(F) HV01-07,2019Q4,32,37,female,tested,20-24
LJ5JNqUKr2k,Chegulo Dispensary,15850,Butali/Chegulo Ward,Malava Sub County,Kakamega County,pkShOkgNQt2,MOH 731 Tested_20-24(M) HV01-06,2019Q4,16,14,male,tested,20-24
LJ5JNqUKr2k,Chegulo Dispensary,15850,Butali/Chegulo Ward,Malava Sub County,Kakamega County,pkShOkgNQt2,MOH 731 Tested_20-24(M) HV01-06,2020Q1,16,8,male,tested,20-24
LJ5JNqUKr2k,Chegulo Dispensary,15850,Butali/Chegulo Ward,Malava Sub County,Kakamega County,YXJf27jfkvS,MOH 731 Tested_15-19(F) HV01-05,2020Q2,1,15,female,tested,15-19
M6xawHYldR7,Mapengo Dispensary,16000,Chekalini Ward,Lugari Sub County,Kakamega County,gTkVw97FnQK,MOH 731 Tested_25+ (M) HV01-08,2019Q4,13,15,male,tested,25+
M6xawHYldR7,Mapengo Dispensary,16000,Chekalini Ward,Lugari Sub County,Kakamega County,YXJf27jfkvS,MOH 731 Tested_15-19(F) HV01-05,2020Q1,11,13,female,tested,15-19
Jq3sWm3tMJy,Manyala Sub-District Hospital,15999,Marama South Ward,Butere Sub County,Kakamega County,atSQz5O7e2A,MOH 731 Tested_25+ (F) HV01-09,2019Q4,119,131,female,tested,25+
Jq3sWm3tMJy,Manyala Sub-District Hospital,15999,Marama South Ward,Butere Sub County,Kakamega County,atSQz5O7e2A,MOH 731 Tested_25+ (F) HV01-09,2020Q1,108,164,female,tested,25+
Jq3sWm3tMJy,Manyala Sub-District Hospital,15999,Marama South Ward,Butere Sub County,Kakamega County,atSQz5O7e2A,MOH 731 Tested_25+ (F) HV01-09,2020Q2,93,140,female,tested,25+
Jq3sWm3tMJy,Manyala Sub-District Hospital,15999,Marama South Ward,Butere Sub County,Kakamega County,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,2019Q4,4,8,female,tested,10-14
Jq3sWm3tMJy,Manyala Sub-District Hospital,15999,Marama South Ward,Butere Sub County,Kakamega County,gTkVw97FnQK,MOH 731 Tested_25+ (M) HV01-08,2020Q2,53,65,male,tested,25+
Jq3sWm3tMJy,Manyala Sub-District Hospital,15999,Marama South Ward,Butere Sub County,Kakamega County,OePJt8CcZ0d,MOH 731 Tested_1-9 HV01-01,2019Q4,20,23,n,tested,1-9
Jq3sWm3tMJy,Manyala Sub-District Hospital,15999,Marama South Ward,Butere Sub County,Kakamega County,OePJt8CcZ0d,MOH 731 Tested_1-9 HV01-01,2020Q1,12,12,n,tested,1-9
Jq3sWm3tMJy,Manyala Sub-District Hospital,15999,Marama South Ward,Butere Sub County,Kakamega County,XiRbc0DSMOH,MOH 731 Tested_15-19 (M) HV01-04,2019Q4,7,29,male,tested,15-19
Jq3sWm3tMJy,Manyala Sub-District Hospital,15999,Marama South Ward,Butere Sub County,Kakamega County,XiRbc0DSMOH,MOH 731 Tested_15-19 (M) HV01-04,2020Q1,6,6,male,tested,15-19
Jq3sWm3tMJy,Manyala Sub-District Hospital,15999,Marama South Ward,Butere Sub County,Kakamega County,XiRbc0DSMOH,MOH 731 Tested_15-19 (M) HV01-04,2020Q2,5,7,male,tested,15-19
MdJ4Zb1k9o6,Matungu Sub-District Hospital,16037,Mayoni Ward,Matungu Sub County,Kakamega County,JiuqbydCIcy,MOH 731 Tested_20-24(F) HV01-07,2019Q4,17,151,female,tested,20-24
MdJ4Zb1k9o6,Matungu Sub-District Hospital,16037,Mayoni Ward,Matungu Sub County,Kakamega County,JiuqbydCIcy,MOH 731 Tested_20-24(F) HV01-07,2020Q1,13,196,female,tested,20-24
MdJ4Zb1k9o6,Matungu Sub-District Hospital,16037,Mayoni Ward,Matungu Sub County,Kakamega County,JiuqbydCIcy,MOH 731 Tested_20-24(F) HV01-07,2020Q2,25,195,female,tested,20-24
MdJ4Zb1k9o6,Matungu Sub-District Hospital,16037,Mayoni Ward,Matungu Sub County,Kakamega County,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,2020Q2,1,1,male,tested,10-14
MdJ4Zb1k9o6,Matungu Sub-District Hospital,16037,Mayoni Ward,Matungu Sub County,Kakamega County,OePJt8CcZ0d,MOH 731 Tested_1-9 HV01-01,2019Q4,2,2,n,tested,1-9
MdJ4Zb1k9o6,Matungu Sub-District Hospital,16037,Mayoni Ward,Matungu Sub County,Kakamega County,pkShOkgNQt2,MOH 731 Tested_20-24(M) HV01-06,2019Q4,18,18,male,tested,20-24
MdJ4Zb1k9o6,Matungu Sub-District Hospital,16037,Mayoni Ward,Matungu Sub County,Kakamega County,pkShOkgNQt2,MOH 731 Tested_20-24(M) HV01-06,2020Q2,16,14,male,tested,20-24
MdJ4Zb1k9o6,Matungu Sub-District Hospital,16037,Mayoni Ward,Matungu Sub County,Kakamega County,YXJf27jfkvS,MOH 731 Tested_15-19(F) HV01-05,2019Q4,10,78,female,tested,15-19
MdJ4Zb1k9o6,Matungu Sub-District Hospital,16037,Mayoni Ward,Matungu Sub County,Kakamega County,YXJf27jfkvS,MOH 731 Tested_15-19(F) HV01-05,2020Q1,11,85,female,tested,15-19
JTL8OVhlUqF,Chebwai Mission Dispensary,15849,Butali/Chegulo Ward,Malava Sub County,Kakamega County,atSQz5O7e2A,MOH 731 Tested_25+ (F) HV01-09,2019Q4,15,36,female,tested,25+
JTL8OVhlUqF,Chebwai Mission Dispensary,15849,Butali/Chegulo Ward,Malava Sub County,Kakamega County,atSQz5O7e2A,MOH 731 Tested_25+ (F) HV01-09,2020Q1,73,93,female,tested,25+
JTL8OVhlUqF,Chebwai Mission Dispensary,15849,Butali/Chegulo Ward,Malava Sub County,Kakamega County,atSQz5O7e2A,MOH 731 Tested_25+ (F) HV01-09,2020Q2,59,84,female,tested,25+
JTL8OVhlUqF,Chebwai Mission Dispensary,15849,Butali/Chegulo Ward,Malava Sub County,Kakamega County,gTkVw97FnQK,MOH 731 Tested_25+ (M) HV01-08,2020Q1,82,82,male,tested,25+
JTL8OVhlUqF,Chebwai Mission Dispensary,15849,Butali/Chegulo Ward,Malava Sub County,Kakamega County,XiRbc0DSMOH,MOH 731 Tested_15-19 (M) HV01-04,2019Q4,1,,male,tested,15-19
JTL8OVhlUqF,Chebwai Mission Dispensary,15849,Butali/Chegulo Ward,Malava Sub County,Kakamega County,XiRbc0DSMOH,MOH 731 Tested_15-19 (M) HV01-04,2020Q1,1,1,male,tested,15-19
JTL8OVhlUqF,Chebwai Mission Dispensary,15849,Butali/Chegulo Ward,Malava Sub County,Kakamega County,XiRbc0DSMOH,MOH 731 Tested_15-19 (M) HV01-04,2020Q2,4,3,male,tested,15-19
lUeBChLhZoD,Munyuki Dispensary,16046,Lumakanda Ward,Lugari Sub County,Kakamega County,JiuqbydCIcy,MOH 731 Tested_20-24(F) HV01-07,2019Q4,6,18,female,tested,20-24
lUeBChLhZoD,Munyuki Dispensary,16046,Lumakanda Ward,Lugari Sub County,Kakamega County,JiuqbydCIcy,MOH 731 Tested_20-24(F) HV01-07,2020Q2,2,15,female,tested,20-24
lUeBChLhZoD,Munyuki Dispensary,16046,Lumakanda Ward,Lugari Sub County,Kakamega County,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,2019Q4,1,1,male,tested,10-14
lUeBChLhZoD,Munyuki Dispensary,16046,Lumakanda Ward,Lugari Sub County,Kakamega County,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,2020Q1,2,2,male,tested,10-14
lUeBChLhZoD,Munyuki Dispensary,16046,Lumakanda Ward,Lugari Sub County,Kakamega County,pkShOkgNQt2,MOH 731 Tested_20-24(M) HV01-06,2020Q1,8,8,male,tested,20-24
lUeBChLhZoD,Munyuki Dispensary,16046,Lumakanda Ward,Lugari Sub County,Kakamega County,pkShOkgNQt2,MOH 731 Tested_20-24(M) HV01-06,2020Q2,5,6,male,tested,20-24
lUeBChLhZoD,Munyuki Dispensary,16046,Lumakanda Ward,Lugari Sub County,Kakamega County,YXJf27jfkvS,MOH 731 Tested_15-19(F) HV01-05,2020Q1,6,15,female,tested,15-19
mfEvntdmjUe,Chevoso Dispensary,15857,South Kabras Ward,Malava Sub County,Kakamega County,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,2019Q4,1,2,female,tested,10-14
mfEvntdmjUe,Chevoso Dispensary,15857,South Kabras Ward,Malava Sub County,Kakamega County,JiuqbydCIcy,MOH 731 Tested_20-24(F) HV01-07,2019Q4,13,39,female,tested,20-24
mfEvntdmjUe,Chevoso Dispensary,15857,South Kabras Ward,Malava Sub County,Kakamega County,JiuqbydCIcy,MOH 731 Tested_20-24(F) HV01-07,2020Q1,9,39,female,tested,20-24
mfEvntdmjUe,Chevoso Dispensary,15857,South Kabras Ward,Malava Sub County,Kakamega County,JiuqbydCIcy,MOH 731 Tested_20-24(F) HV01-07,2020Q2,10,36,female,tested,20-24
mfEvntdmjUe,Chevoso Dispensary,15857,South Kabras Ward,Malava Sub County,Kakamega County,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,2019Q4,1,2,male,tested,10-14
mfEvntdmjUe,Chevoso Dispensary,15857,South Kabras Ward,Malava Sub County,Kakamega County,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,2020Q2,1,,male,tested,10-14
mfEvntdmjUe,Chevoso Dispensary,15857,South Kabras Ward,Malava Sub County,Kakamega County,OePJt8CcZ0d,MOH 731 Tested_1-9 HV01-01,2020Q1,3,3,n,tested,1-9
mfEvntdmjUe,Chevoso Dispensary,15857,South Kabras Ward,Malava Sub County,Kakamega County,pkShOkgNQt2,MOH 731 Tested_20-24(M) HV01-06,2020Q1,6,6,male,tested,20-24
mfEvntdmjUe,Chevoso Dispensary,15857,South Kabras Ward,Malava Sub County,Kakamega County,pkShOkgNQt2,MOH 731 Tested_20-24(M) HV01-06,2020Q2,9,9,male,tested,20-24
mfEvntdmjUe,Chevoso Dispensary,15857,South Kabras Ward,Malava Sub County,Kakamega County,YXJf27jfkvS,MOH 731 Tested_15-19(F) HV01-05,2020Q1,6,24,female,tested,15-19
k0yug2XqYRT,Lumakanda District Hospital,15969,Lumakanda Ward,Lugari Sub County,Kakamega County,atSQz5O7e2A,MOH 731 Tested_25+ (F) HV01-09,2019Q4,91,191,female,tested,25+
k0yug2XqYRT,Lumakanda District Hospital,15969,Lumakanda Ward,Lugari Sub County,Kakamega County,atSQz5O7e2A,MOH 731 Tested_25+ (F) HV01-09,2020Q1,111,250,female,tested,25+
k0yug2XqYRT,Lumakanda District Hospital,15969,Lumakanda Ward,Lugari Sub County,Kakamega County,atSQz5O7e2A,MOH 731 Tested_25+ (F) HV01-09,2020Q2,33,172,female,tested,25+
k0yug2XqYRT,Lumakanda District Hospital,15969,Lumakanda Ward,Lugari Sub County,Kakamega County,gTkVw97FnQK,MOH 731 Tested_25+ (M) HV01-08,2020Q1,110,117,male,tested,25+
k0yug2XqYRT,Lumakanda District Hospital,15969,Lumakanda Ward,Lugari Sub County,Kakamega County,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,2019Q4,3,2,male,tested,10-14
k0yug2XqYRT,Lumakanda District Hospital,15969,Lumakanda Ward,Lugari Sub County,Kakamega County,OePJt8CcZ0d,MOH 731 Tested_1-9 HV01-01,2019Q4,3,2,n,tested,1-9
k0yug2XqYRT,Lumakanda District Hospital,15969,Lumakanda Ward,Lugari Sub County,Kakamega County,XiRbc0DSMOH,MOH 731 Tested_15-19 (M) HV01-04,2019Q4,4,5,male,tested,15-19
k0yug2XqYRT,Lumakanda District Hospital,15969,Lumakanda Ward,Lugari Sub County,Kakamega County,XiRbc0DSMOH,MOH 731 Tested_15-19 (M) HV01-04,2020Q1,2,3,male,tested,15-19
k0yug2XqYRT,Lumakanda District Hospital,15969,Lumakanda Ward,Lugari Sub County,Kakamega County,XiRbc0DSMOH,MOH 731 Tested_15-19 (M) HV01-04,2020Q2,2,2,male,tested,15-19
k0yug2XqYRT,Lumakanda District Hospital,15969,Lumakanda Ward,Lugari Sub County,Kakamega County,YXJf27jfkvS,MOH 731 Tested_15-19(F) HV01-05,2019Q4,10,36,female,tested,15-19
k0yug2XqYRT,Lumakanda District Hospital,15969,Lumakanda Ward,Lugari Sub County,Kakamega County,YXJf27jfkvS,MOH 731 Tested_15-19(F) HV01-05,2020Q2,4,36,female,tested,15-19
M6xawHYldR7,Mapengo Dispensary,16000,Chekalini Ward,Lugari Sub County,Kakamega County,JiuqbydCIcy,MOH 731 Tested_20-24(F) HV01-07,2019Q4,3,7,female,tested,20-24
M6xawHYldR7,Mapengo Dispensary,16000,Chekalini Ward,Lugari Sub County,Kakamega County,JiuqbydCIcy,MOH 731 Tested_20-24(F) HV01-07,2020Q1,6,16,female,tested,20-24
M6xawHYldR7,Mapengo Dispensary,16000,Chekalini Ward,Lugari Sub County,Kakamega County,JiuqbydCIcy,MOH 731 Tested_20-24(F) HV01-07,2020Q2,4,13,female,tested,20-24
M6xawHYldR7,Mapengo Dispensary,16000,Chekalini Ward,Lugari Sub County,Kakamega County,pkShOkgNQt2,MOH 731 Tested_20-24(M) HV01-06,2019Q4,5,5,male,tested,20-24
kbg8aYUzgUM,Shinyalu Health Centre,17596,Isukha Central Ward,Shinyalu Sub County,Kakamega County,atSQz5O7e2A,MOH 731 Tested_25+ (F) HV01-09,2020Q1,43,210,female,tested,25+
M6xawHYldR7,Mapengo Dispensary,16000,Chekalini Ward,Lugari Sub County,Kakamega County,pkShOkgNQt2,MOH 731 Tested_20-24(M) HV01-06,2020Q1,1,1,male,tested,20-24
kbg8aYUzgUM,Shinyalu Health Centre,17596,Isukha Central Ward,Shinyalu Sub County,Kakamega County,atSQz5O7e2A,MOH 731 Tested_25+ (F) HV01-09,2020Q2,36,140,female,tested,25+
M6xawHYldR7,Mapengo Dispensary,16000,Chekalini Ward,Lugari Sub County,Kakamega County,pkShOkgNQt2,MOH 731 Tested_20-24(M) HV01-06,2020Q2,8,10,male,tested,20-24
kbg8aYUzgUM,Shinyalu Health Centre,17596,Isukha Central Ward,Shinyalu Sub County,Kakamega County,gTkVw97FnQK,MOH 731 Tested_25+ (M) HV01-08,2019Q4,25,40,male,tested,25+
M6xawHYldR7,Mapengo Dispensary,16000,Chekalini Ward,Lugari Sub County,Kakamega County,YXJf27jfkvS,MOH 731 Tested_15-19(F) HV01-05,2020Q2,7,12,female,tested,15-19
kbg8aYUzgUM,Shinyalu Health Centre,17596,Isukha Central Ward,Shinyalu Sub County,Kakamega County,gTkVw97FnQK,MOH 731 Tested_25+ (M) HV01-08,2020Q1,49,54,male,tested,25+
kbg8aYUzgUM,Shinyalu Health Centre,17596,Isukha Central Ward,Shinyalu Sub County,Kakamega County,OePJt8CcZ0d,MOH 731 Tested_1-9 HV01-01,2019Q4,6,4,n,tested,1-9
kbg8aYUzgUM,Shinyalu Health Centre,17596,Isukha Central Ward,Shinyalu Sub County,Kakamega County,OePJt8CcZ0d,MOH 731 Tested_1-9 HV01-01,2020Q1,16,14,n,tested,1-9
kbg8aYUzgUM,Shinyalu Health Centre,17596,Isukha Central Ward,Shinyalu Sub County,Kakamega County,XiRbc0DSMOH,MOH 731 Tested_15-19 (M) HV01-04,2019Q4,2,1,male,tested,15-19
kbg8aYUzgUM,Shinyalu Health Centre,17596,Isukha Central Ward,Shinyalu Sub County,Kakamega County,XiRbc0DSMOH,MOH 731 Tested_15-19 (M) HV01-04,2020Q1,8,6,male,tested,15-19
kbg8aYUzgUM,Shinyalu Health Centre,17596,Isukha Central Ward,Shinyalu Sub County,Kakamega County,XiRbc0DSMOH,MOH 731 Tested_15-19 (M) HV01-04,2020Q2,4,1,male,tested,15-19
MPbxqvaEWLa,Navakholo Sub-District Hospital,16078,Bunyala Central Ward,Navakholo Sub County,Kakamega County,atSQz5O7e2A,MOH 731 Tested_25+ (F) HV01-09,2020Q1,102,213,female,tested,25+
