facilityuid,facility,code,ward,sub_county,county,indicator,period,dhis2_value,datim_value,gender,age
Sepsy4Bb35C,Suna Ragana Dispensary,14136,Oruba Ward,Suna West Sub County,Migori County,lj9QYJqS7bN,2019Q4,11,14.0,(M),10-14
Sepsy4Bb35C,Suna Ragana Dispensary,14136,Oruba Ward,Suna West Sub County,Migori County,lj9QYJqS7bN,2020Q1,3,3.0,(M),10-14
Sepsy4Bb35C,Suna Ragana Dispensary,14136,Oruba Ward,Suna West Sub County,Migori County,lj9QYJqS7bN,2020Q2,3,3.0,(M),10-14
Sepsy4Bb35C,Suna Ragana Dispensary,14136,Oruba Ward,Suna West Sub County,Migori County,OePJt8CcZ0d,2020Q1,17,14.0,,1-9
Sepsy4Bb35C,Suna Ragana Dispensary,14136,Oruba Ward,Suna West Sub County,Migori County,pkShOkgNQt2,2020Q2,32,34.0,(M),20-24
UY3IInX1rgt,Yago Dispensary,16279,Got kachola Ward,Nyatike Sub County,Migori County,atSQz5O7e2A,2019Q4,81,105.0,(F),25+
UY3IInX1rgt,Yago Dispensary,16279,Got kachola Ward,Nyatike Sub County,Migori County,atSQz5O7e2A,2020Q1,61,82.0,(F),25+
UY3IInX1rgt,Yago Dispensary,16279,Got kachola Ward,Nyatike Sub County,Migori County,atSQz5O7e2A,2020Q2,30,51.0,(F),25+
UY3IInX1rgt,Yago Dispensary,16279,Got kachola Ward,Nyatike Sub County,Migori County,gMICOUtzqRb,2019Q4,26,18.0,(F),10-14
UY3IInX1rgt,Yago Dispensary,16279,Got kachola Ward,Nyatike Sub County,Migori County,gMICOUtzqRb,2020Q1,21,21.0,(F),10-14
UY3IInX1rgt,Yago Dispensary,16279,Got kachola Ward,Nyatike Sub County,Migori County,gMICOUtzqRb,2020Q2,7,7.0,(F),10-14
UY3IInX1rgt,Yago Dispensary,16279,Got kachola Ward,Nyatike Sub County,Migori County,gTkVw97FnQK,2020Q1,26,26.0,(M),25+
UY3IInX1rgt,Yago Dispensary,16279,Got kachola Ward,Nyatike Sub County,Migori County,gTkVw97FnQK,2020Q2,33,33.0,(M),25+
UY3IInX1rgt,Yago Dispensary,16279,Got kachola Ward,Nyatike Sub County,Migori County,OePJt8CcZ0d,2019Q4,60,62.0,,1-9
UY3IInX1rgt,Yago Dispensary,16279,Got kachola Ward,Nyatike Sub County,Migori County,XiRbc0DSMOH,2019Q4,21,21.0,(M),15-19
UY3IInX1rgt,Yago Dispensary,16279,Got kachola Ward,Nyatike Sub County,Migori County,XiRbc0DSMOH,2020Q1,16,16.0,(M),15-19
UY3IInX1rgt,Yago Dispensary,16279,Got kachola Ward,Nyatike Sub County,Migori County,XiRbc0DSMOH,2020Q2,8,8.0,(M),15-19
xt2lltkTLza,Ntimaru Sub-District Hospital,13858,Ntimaru west Ward,Kuria East Sub County,Migori County,atSQz5O7e2A,2020Q2,142,206.0,(F),25+
xt2lltkTLza,Ntimaru Sub-District Hospital,13858,Ntimaru west Ward,Kuria East Sub County,Migori County,JiuqbydCIcy,2020Q1,74,208.0,(F),20-24
xt2lltkTLza,Ntimaru Sub-District Hospital,13858,Ntimaru west Ward,Kuria East Sub County,Migori County,YXJf27jfkvS,2019Q4,19,90.0,(F),15-19
xt2lltkTLza,Ntimaru Sub-District Hospital,13858,Ntimaru west Ward,Kuria East Sub County,Migori County,YXJf27jfkvS,2020Q2,24,52.0,(F),15-19
V6P9Brv9LmO,Otati Dispensary,13999,Kanyasa Ward,Nyatike Sub County,Migori County,atSQz5O7e2A,2019Q4,95,171.0,(F),25+
V6P9Brv9LmO,Otati Dispensary,13999,Kanyasa Ward,Nyatike Sub County,Migori County,atSQz5O7e2A,2020Q1,167,144.0,(F),25+
V6P9Brv9LmO,Otati Dispensary,13999,Kanyasa Ward,Nyatike Sub County,Migori County,atSQz5O7e2A,2020Q2,136,137.0,(F),25+
V6P9Brv9LmO,Otati Dispensary,13999,Kanyasa Ward,Nyatike Sub County,Migori County,gMICOUtzqRb,2019Q4,9,11.0,(F),10-14
V6P9Brv9LmO,Otati Dispensary,13999,Kanyasa Ward,Nyatike Sub County,Migori County,gMICOUtzqRb,2020Q1,13,12.0,(F),10-14
V6P9Brv9LmO,Otati Dispensary,13999,Kanyasa Ward,Nyatike Sub County,Migori County,gMICOUtzqRb,2020Q2,9,9.0,(F),10-14
V6P9Brv9LmO,Otati Dispensary,13999,Kanyasa Ward,Nyatike Sub County,Migori County,gTkVw97FnQK,2020Q1,123,116.0,(M),25+
V6P9Brv9LmO,Otati Dispensary,13999,Kanyasa Ward,Nyatike Sub County,Migori County,OePJt8CcZ0d,2020Q1,17,16.0,,1-9
V6P9Brv9LmO,Otati Dispensary,13999,Kanyasa Ward,Nyatike Sub County,Migori County,XiRbc0DSMOH,2019Q4,9,10.0,(M),15-19
V6P9Brv9LmO,Otati Dispensary,13999,Kanyasa Ward,Nyatike Sub County,Migori County,XiRbc0DSMOH,2020Q1,30,18.0,(M),15-19
V6P9Brv9LmO,Otati Dispensary,13999,Kanyasa Ward,Nyatike Sub County,Migori County,XiRbc0DSMOH,2020Q2,11,11.0,(M),15-19
V6P9Brv9LmO,Otati Dispensary,13999,Kanyasa Ward,Nyatike Sub County,Migori County,YXJf27jfkvS,2020Q2,55,56.0,(F),15-19
XWycxNbm28F,Ngodhe Dispensary,13853,East kamagambo Ward,Rongo Sub County,Migori County,atSQz5O7e2A,2019Q4,126,188.0,(F),25+
XWycxNbm28F,Ngodhe Dispensary,13853,East kamagambo Ward,Rongo Sub County,Migori County,gMICOUtzqRb,2019Q4,21,25.0,(F),10-14
XWycxNbm28F,Ngodhe Dispensary,13853,East kamagambo Ward,Rongo Sub County,Migori County,gMICOUtzqRb,2020Q1,4,5.0,(F),10-14
XWycxNbm28F,Ngodhe Dispensary,13853,East kamagambo Ward,Rongo Sub County,Migori County,gMICOUtzqRb,2020Q2,7,12.0,(F),10-14
XWycxNbm28F,Ngodhe Dispensary,13853,East kamagambo Ward,Rongo Sub County,Migori County,JiuqbydCIcy,2019Q4,71,90.0,(F),20-24
XWycxNbm28F,Ngodhe Dispensary,13853,East kamagambo Ward,Rongo Sub County,Migori County,JiuqbydCIcy,2020Q2,52,56.0,(F),20-24
XWycxNbm28F,Ngodhe Dispensary,13853,East kamagambo Ward,Rongo Sub County,Migori County,OePJt8CcZ0d,2019Q4,12,31.0,,1-9
XWycxNbm28F,Ngodhe Dispensary,13853,East kamagambo Ward,Rongo Sub County,Migori County,pkShOkgNQt2,2019Q4,32,36.0,(M),20-24
XWycxNbm28F,Ngodhe Dispensary,13853,East kamagambo Ward,Rongo Sub County,Migori County,pkShOkgNQt2,2020Q1,35,38.0,(M),20-24
XWycxNbm28F,Ngodhe Dispensary,13853,East kamagambo Ward,Rongo Sub County,Migori County,pkShOkgNQt2,2020Q2,23,22.0,(M),20-24
XWycxNbm28F,Ngodhe Dispensary,13853,East kamagambo Ward,Rongo Sub County,Migori County,YXJf27jfkvS,2020Q1,47,65.0,(F),15-19
XWycxNbm28F,Ngodhe Dispensary,13853,East kamagambo Ward,Rongo Sub County,Migori County,YXJf27jfkvS,2020Q2,60,48.0,(F),15-19
sJHMc412zV6,Thim Lich Dispensary,16278,North kadem Ward,Nyatike Sub County,Migori County,JiuqbydCIcy,2020Q2,43,52.0,(F),20-24
sJHMc412zV6,Thim Lich Dispensary,16278,North kadem Ward,Nyatike Sub County,Migori County,lj9QYJqS7bN,2019Q4,5,7.0,(M),10-14
sJHMc412zV6,Thim Lich Dispensary,16278,North kadem Ward,Nyatike Sub County,Migori County,lj9QYJqS7bN,2020Q2,3,3.0,(M),10-14
sJHMc412zV6,Thim Lich Dispensary,16278,North kadem Ward,Nyatike Sub County,Migori County,pkShOkgNQt2,2019Q4,10,11.0,(M),20-24
sJHMc412zV6,Thim Lich Dispensary,16278,North kadem Ward,Nyatike Sub County,Migori County,pkShOkgNQt2,2020Q1,14,15.0,(M),20-24
sJHMc412zV6,Thim Lich Dispensary,16278,North kadem Ward,Nyatike Sub County,Migori County,pkShOkgNQt2,2020Q2,12,12.0,(M),20-24
sJHMc412zV6,Thim Lich Dispensary,16278,North kadem Ward,Nyatike Sub County,Migori County,YXJf27jfkvS,2019Q4,39,65.0,(F),15-19
sJHMc412zV6,Thim Lich Dispensary,16278,North kadem Ward,Nyatike Sub County,Migori County,YXJf27jfkvS,2020Q2,67,70.0,(F),15-19
xYVh11058m8,GK Prison Dispensary (Migori),17728,Suna central Ward,Suna East Sub County,Migori County,JiuqbydCIcy,2019Q4,22,10.0,(F),20-24
xYVh11058m8,GK Prison Dispensary (Migori),17728,Suna central Ward,Suna East Sub County,Migori County,JiuqbydCIcy,2020Q2,21,3.0,(F),20-24
xYVh11058m8,GK Prison Dispensary (Migori),17728,Suna central Ward,Suna East Sub County,Migori County,pkShOkgNQt2,2020Q2,23,16.0,(M),20-24
YFSNlKvGVDj,Lwanda Dispensary,13741,North kadem Ward,Nyatike Sub County,Migori County,gMICOUtzqRb,2019Q4,25,28.0,(F),10-14
YFSNlKvGVDj,Lwanda Dispensary,13741,North kadem Ward,Nyatike Sub County,Migori County,gMICOUtzqRb,2020Q1,30,24.0,(F),10-14
YFSNlKvGVDj,Lwanda Dispensary,13741,North kadem Ward,Nyatike Sub County,Migori County,gMICOUtzqRb,2020Q2,3,5.0,(F),10-14
YFSNlKvGVDj,Lwanda Dispensary,13741,North kadem Ward,Nyatike Sub County,Migori County,gTkVw97FnQK,2019Q4,41,48.0,(M),25+
YFSNlKvGVDj,Lwanda Dispensary,13741,North kadem Ward,Nyatike Sub County,Migori County,gTkVw97FnQK,2020Q1,73,67.0,(M),25+
YFSNlKvGVDj,Lwanda Dispensary,13741,North kadem Ward,Nyatike Sub County,Migori County,JiuqbydCIcy,2020Q1,88,66.0,(F),20-24
YFSNlKvGVDj,Lwanda Dispensary,13741,North kadem Ward,Nyatike Sub County,Migori County,JiuqbydCIcy,2020Q2,50,63.0,(F),20-24
YFSNlKvGVDj,Lwanda Dispensary,13741,North kadem Ward,Nyatike Sub County,Migori County,lj9QYJqS7bN,2019Q4,13,25.0,(M),10-14
YFSNlKvGVDj,Lwanda Dispensary,13741,North kadem Ward,Nyatike Sub County,Migori County,lj9QYJqS7bN,2020Q1,17,17.0,(M),10-14
YFSNlKvGVDj,Lwanda Dispensary,13741,North kadem Ward,Nyatike Sub County,Migori County,lj9QYJqS7bN,2020Q2,5,7.0,(M),10-14
YFSNlKvGVDj,Lwanda Dispensary,13741,North kadem Ward,Nyatike Sub County,Migori County,OePJt8CcZ0d,2019Q4,16,40.0,,1-9
YFSNlKvGVDj,Lwanda Dispensary,13741,North kadem Ward,Nyatike Sub County,Migori County,pkShOkgNQt2,2019Q4,22,21.0,(M),20-24
YFSNlKvGVDj,Lwanda Dispensary,13741,North kadem Ward,Nyatike Sub County,Migori County,pkShOkgNQt2,2020Q2,29,25.0,(M),20-24
YFSNlKvGVDj,Lwanda Dispensary,13741,North kadem Ward,Nyatike Sub County,Migori County,YXJf27jfkvS,2019Q4,56,49.0,(F),15-19
YFSNlKvGVDj,Lwanda Dispensary,13741,North kadem Ward,Nyatike Sub County,Migori County,YXJf27jfkvS,2020Q1,81,64.0,(F),15-19
SPfT81d1gVx,Namba Kodero Dispensary,16273,Macalder/kanyarwanda Ward,Nyatike Sub County,Migori County,gMICOUtzqRb,2020Q1,6,3.0,(F),10-14
SPfT81d1gVx,Namba Kodero Dispensary,16273,Macalder/kanyarwanda Ward,Nyatike Sub County,Migori County,JiuqbydCIcy,2019Q4,54,78.0,(F),20-24
SPfT81d1gVx,Namba Kodero Dispensary,16273,Macalder/kanyarwanda Ward,Nyatike Sub County,Migori County,JiuqbydCIcy,2020Q1,61,73.0,(F),20-24
SPfT81d1gVx,Namba Kodero Dispensary,16273,Macalder/kanyarwanda Ward,Nyatike Sub County,Migori County,JiuqbydCIcy,2020Q2,31,41.0,(F),20-24
SPfT81d1gVx,Namba Kodero Dispensary,16273,Macalder/kanyarwanda Ward,Nyatike Sub County,Migori County,pkShOkgNQt2,2020Q1,31,33.0,(M),20-24
sR008hvpu5e,Sony Medical Centre,14097,Central sakwa Ward,Awendo Sub County,Migori County,gMICOUtzqRb,2019Q4,10,3.0,(F),10-14
sR008hvpu5e,Sony Medical Centre,14097,Central sakwa Ward,Awendo Sub County,Migori County,gMICOUtzqRb,2020Q1,5,3.0,(F),10-14
sR008hvpu5e,Sony Medical Centre,14097,Central sakwa Ward,Awendo Sub County,Migori County,gMICOUtzqRb,2020Q2,1,1.0,(F),10-14
sR008hvpu5e,Sony Medical Centre,14097,Central sakwa Ward,Awendo Sub County,Migori County,gTkVw97FnQK,2020Q1,116,104.0,(M),25+
sR008hvpu5e,Sony Medical Centre,14097,Central sakwa Ward,Awendo Sub County,Migori County,JiuqbydCIcy,2020Q2,13,14.0,(F),20-24
sR008hvpu5e,Sony Medical Centre,14097,Central sakwa Ward,Awendo Sub County,Migori County,OePJt8CcZ0d,2020Q2,6,6.0,,1-9
sR008hvpu5e,Sony Medical Centre,14097,Central sakwa Ward,Awendo Sub County,Migori County,pkShOkgNQt2,2019Q4,43,43.0,(M),20-24
sR008hvpu5e,Sony Medical Centre,14097,Central sakwa Ward,Awendo Sub County,Migori County,pkShOkgNQt2,2020Q2,11,11.0,(M),20-24
sR008hvpu5e,Sony Medical Centre,14097,Central sakwa Ward,Awendo Sub County,Migori County,YXJf27jfkvS,2019Q4,33,38.0,(F),15-19
Sv7XZqXiyCP,Nyametaburo Health Centre,13909,Mokerero Ward,Kuria West Sub County,Migori County,JiuqbydCIcy,2019Q4,40,48.0,(F),20-24
Sv7XZqXiyCP,Nyametaburo Health Centre,13909,Mokerero Ward,Kuria West Sub County,Migori County,JiuqbydCIcy,2020Q1,51,30.0,(F),20-24
Sv7XZqXiyCP,Nyametaburo Health Centre,13909,Mokerero Ward,Kuria West Sub County,Migori County,JiuqbydCIcy,2020Q2,36,24.0,(F),20-24
Sv7XZqXiyCP,Nyametaburo Health Centre,13909,Mokerero Ward,Kuria West Sub County,Migori County,lj9QYJqS7bN,2019Q4,1,1.0,(M),10-14
Sv7XZqXiyCP,Nyametaburo Health Centre,13909,Mokerero Ward,Kuria West Sub County,Migori County,lj9QYJqS7bN,2020Q1,1,1.0,(M),10-14
Sv7XZqXiyCP,Nyametaburo Health Centre,13909,Mokerero Ward,Kuria West Sub County,Migori County,OePJt8CcZ0d,2020Q1,6,2.0,,1-9
Sv7XZqXiyCP,Nyametaburo Health Centre,13909,Mokerero Ward,Kuria West Sub County,Migori County,pkShOkgNQt2,2020Q1,28,3.0,(M),20-24
Sv7XZqXiyCP,Nyametaburo Health Centre,13909,Mokerero Ward,Kuria West Sub County,Migori County,pkShOkgNQt2,2020Q2,22,4.0,(M),20-24
Sv7XZqXiyCP,Nyametaburo Health Centre,13909,Mokerero Ward,Kuria West Sub County,Migori County,YXJf27jfkvS,2019Q4,22,55.0,(F),15-19
Sv7XZqXiyCP,Nyametaburo Health Centre,13909,Mokerero Ward,Kuria West Sub County,Migori County,YXJf27jfkvS,2020Q1,20,14.0,(F),15-19
z3nMgma1Kt1,Piny Owacho Dispensary,17343,Central kanyamkago Ward,Uriri Sub County,Migori County,gMICOUtzqRb,2019Q4,24,11.0,(F),10-14
z3nMgma1Kt1,Piny Owacho Dispensary,17343,Central kanyamkago Ward,Uriri Sub County,Migori County,gMICOUtzqRb,2020Q1,4,2.0,(F),10-14
z3nMgma1Kt1,Piny Owacho Dispensary,17343,Central kanyamkago Ward,Uriri Sub County,Migori County,gMICOUtzqRb,2020Q2,5,3.0,(F),10-14
z3nMgma1Kt1,Piny Owacho Dispensary,17343,Central kanyamkago Ward,Uriri Sub County,Migori County,JiuqbydCIcy,2019Q4,34,81.0,(F),20-24
z3nMgma1Kt1,Piny Owacho Dispensary,17343,Central kanyamkago Ward,Uriri Sub County,Migori County,OePJt8CcZ0d,2019Q4,15,18.0,,1-9
z3nMgma1Kt1,Piny Owacho Dispensary,17343,Central kanyamkago Ward,Uriri Sub County,Migori County,OePJt8CcZ0d,2020Q1,6,12.0,,1-9
z3nMgma1Kt1,Piny Owacho Dispensary,17343,Central kanyamkago Ward,Uriri Sub County,Migori County,YXJf27jfkvS,2020Q2,46,50.0,(F),15-19
Z4h8itV1gpt,Lwala Dispensary,13740,North kamagambo Ward,Rongo Sub County,Migori County,JiuqbydCIcy,2019Q4,287,449.0,(F),20-24
Z4h8itV1gpt,Lwala Dispensary,13740,North kamagambo Ward,Rongo Sub County,Migori County,pkShOkgNQt2,2020Q1,43,44.0,(M),20-24
Z4h8itV1gpt,Lwala Dispensary,13740,North kamagambo Ward,Rongo Sub County,Migori County,YXJf27jfkvS,2019Q4,189,302.0,(F),15-19
Z4h8itV1gpt,Lwala Dispensary,13740,North kamagambo Ward,Rongo Sub County,Migori County,YXJf27jfkvS,2020Q1,70,110.0,(F),15-19
Z4h8itV1gpt,Lwala Dispensary,13740,North kamagambo Ward,Rongo Sub County,Migori County,YXJf27jfkvS,2020Q2,37,64.0,(F),15-19
Z5pVNJJr6WL,Ombo Bita Dispensary,17607,Central sakwa Ward,Awendo Sub County,Migori County,gTkVw97FnQK,2019Q4,44,73.0,(M),25+
Z5pVNJJr6WL,Ombo Bita Dispensary,17607,Central sakwa Ward,Awendo Sub County,Migori County,JiuqbydCIcy,2019Q4,22,89.0,(F),20-24
Z5pVNJJr6WL,Ombo Bita Dispensary,17607,Central sakwa Ward,Awendo Sub County,Migori County,JiuqbydCIcy,2020Q2,13,36.0,(F),20-24
Z5pVNJJr6WL,Ombo Bita Dispensary,17607,Central sakwa Ward,Awendo Sub County,Migori County,pkShOkgNQt2,2020Q1,16,17.0,(M),20-24
Z5pVNJJr6WL,Ombo Bita Dispensary,17607,Central sakwa Ward,Awendo Sub County,Migori County,pkShOkgNQt2,2020Q2,12,13.0,(M),20-24
Z7ruKy2DyTa,Kadem Tb & Leprosy Dispensary,13640,Macalder/kanyarwanda Ward,Nyatike Sub County,Migori County,gMICOUtzqRb,2019Q4,17,17.0,(F),10-14
Z7ruKy2DyTa,Kadem Tb & Leprosy Dispensary,13640,Macalder/kanyarwanda Ward,Nyatike Sub County,Migori County,gMICOUtzqRb,2020Q1,2,3.0,(F),10-14
Z7ruKy2DyTa,Kadem Tb & Leprosy Dispensary,13640,Macalder/kanyarwanda Ward,Nyatike Sub County,Migori County,JiuqbydCIcy,2019Q4,78,92.0,(F),20-24
Z7ruKy2DyTa,Kadem Tb & Leprosy Dispensary,13640,Macalder/kanyarwanda Ward,Nyatike Sub County,Migori County,OePJt8CcZ0d,2019Q4,55,55.0,,1-9
Z7ruKy2DyTa,Kadem Tb & Leprosy Dispensary,13640,Macalder/kanyarwanda Ward,Nyatike Sub County,Migori County,pkShOkgNQt2,2019Q4,38,38.0,(M),20-24
Z7ruKy2DyTa,Kadem Tb & Leprosy Dispensary,13640,Macalder/kanyarwanda Ward,Nyatike Sub County,Migori County,YXJf27jfkvS,2020Q2,7,12.0,(F),15-19
wd25QXppWr2,Bware Dispensary,13519,South kanyamkago Ward,Uriri Sub County,Migori County,atSQz5O7e2A,2020Q1,53,87.0,(F),25+
wd25QXppWr2,Bware Dispensary,13519,South kanyamkago Ward,Uriri Sub County,Migori County,atSQz5O7e2A,2020Q2,97,93.0,(F),25+
wd25QXppWr2,Bware Dispensary,13519,South kanyamkago Ward,Uriri Sub County,Migori County,gTkVw97FnQK,2019Q4,90,97.0,(M),25+
wd25QXppWr2,Bware Dispensary,13519,South kanyamkago Ward,Uriri Sub County,Migori County,gTkVw97FnQK,2020Q1,54,54.0,(M),25+
wd25QXppWr2,Bware Dispensary,13519,South kanyamkago Ward,Uriri Sub County,Migori County,OePJt8CcZ0d,2019Q4,29,29.0,,1-9
wd25QXppWr2,Bware Dispensary,13519,South kanyamkago Ward,Uriri Sub County,Migori County,XiRbc0DSMOH,2019Q4,26,26.0,(M),15-19
wd25QXppWr2,Bware Dispensary,13519,South kanyamkago Ward,Uriri Sub County,Migori County,XiRbc0DSMOH,2020Q1,44,43.0,(M),15-19
wd25QXppWr2,Bware Dispensary,13519,South kanyamkago Ward,Uriri Sub County,Migori County,XiRbc0DSMOH,2020Q2,32,31.0,(M),15-19
wd25QXppWr2,Bware Dispensary,13519,South kanyamkago Ward,Uriri Sub County,Migori County,YXJf27jfkvS,2020Q2,56,56.0,(F),15-19
syMX95GoW0g,Kituka Dispensary,13706,North kadem Ward,Nyatike Sub County,Migori County,JiuqbydCIcy,2019Q4,77,150.0,(F),20-24
WDe0umtdbif,Kabuto Dispensary,13639,North kadem Ward,Nyatike Sub County,Migori County,atSQz5O7e2A,2019Q4,89,132.0,(F),25+
WDe0umtdbif,Kabuto Dispensary,13639,North kadem Ward,Nyatike Sub County,Migori County,atSQz5O7e2A,2020Q1,73,55.0,(F),25+
WDe0umtdbif,Kabuto Dispensary,13639,North kadem Ward,Nyatike Sub County,Migori County,atSQz5O7e2A,2020Q2,33,59.0,(F),25+
ZBtoRProc6e,Awendo Sub-District Hospital,13492,Central sakwa Ward,Awendo Sub County,Migori County,gMICOUtzqRb,2019Q4,20,22.0,(F),10-14
syMX95GoW0g,Kituka Dispensary,13706,North kadem Ward,Nyatike Sub County,Migori County,JiuqbydCIcy,2020Q2,32,31.0,(F),20-24
ZBtoRProc6e,Awendo Sub-District Hospital,13492,Central sakwa Ward,Awendo Sub County,Migori County,gMICOUtzqRb,2020Q1,14,13.0,(F),10-14
ZBtoRProc6e,Awendo Sub-District Hospital,13492,Central sakwa Ward,Awendo Sub County,Migori County,gMICOUtzqRb,2020Q2,8,8.0,(F),10-14
syMX95GoW0g,Kituka Dispensary,13706,North kadem Ward,Nyatike Sub County,Migori County,lj9QYJqS7bN,2019Q4,40,40.0,(M),10-14
ZBtoRProc6e,Awendo Sub-District Hospital,13492,Central sakwa Ward,Awendo Sub County,Migori County,JiuqbydCIcy,2019Q4,176,353.0,(F),20-24
syMX95GoW0g,Kituka Dispensary,13706,North kadem Ward,Nyatike Sub County,Migori County,lj9QYJqS7bN,2020Q1,32,29.0,(M),10-14
WDe0umtdbif,Kabuto Dispensary,13639,North kadem Ward,Nyatike Sub County,Migori County,XiRbc0DSMOH,2019Q4,18,16.0,(M),15-19
WDe0umtdbif,Kabuto Dispensary,13639,North kadem Ward,Nyatike Sub County,Migori County,XiRbc0DSMOH,2020Q1,29,4.0,(M),15-19
ZBtoRProc6e,Awendo Sub-District Hospital,13492,Central sakwa Ward,Awendo Sub County,Migori County,OePJt8CcZ0d,2020Q1,57,62.0,,1-9
ZBtoRProc6e,Awendo Sub-District Hospital,13492,Central sakwa Ward,Awendo Sub County,Migori County,pkShOkgNQt2,2019Q4,138,142.0,(M),20-24
WDe0umtdbif,Kabuto Dispensary,13639,North kadem Ward,Nyatike Sub County,Migori County,YXJf27jfkvS,2020Q2,14,17.0,(F),15-19
ZBtoRProc6e,Awendo Sub-District Hospital,13492,Central sakwa Ward,Awendo Sub County,Migori County,pkShOkgNQt2,2020Q2,51,57.0,(M),20-24
ZBtoRProc6e,Awendo Sub-District Hospital,13492,Central sakwa Ward,Awendo Sub County,Migori County,YXJf27jfkvS,2020Q2,55,45.0,(F),15-19
syMX95GoW0g,Kituka Dispensary,13706,North kadem Ward,Nyatike Sub County,Migori County,lj9QYJqS7bN,2020Q2,8,4.0,(M),10-14
syMX95GoW0g,Kituka Dispensary,13706,North kadem Ward,Nyatike Sub County,Migori County,OePJt8CcZ0d,2020Q1,27,23.0,,1-9
syMX95GoW0g,Kituka Dispensary,13706,North kadem Ward,Nyatike Sub County,Migori County,YXJf27jfkvS,2020Q2,30,27.0,(F),15-19
SZnkrFoimi2,Kugitimo Health Centre,13723,Nyabasi east Ward,Kuria East Sub County,Migori County,JiuqbydCIcy,2020Q1,48,65.0,(F),20-24
SZnkrFoimi2,Kugitimo Health Centre,13723,Nyabasi east Ward,Kuria East Sub County,Migori County,JiuqbydCIcy,2020Q2,40,63.0,(F),20-24
SZnkrFoimi2,Kugitimo Health Centre,13723,Nyabasi east Ward,Kuria East Sub County,Migori County,pkShOkgNQt2,2019Q4,17,17.0,(M),20-24
SZnkrFoimi2,Kugitimo Health Centre,13723,Nyabasi east Ward,Kuria East Sub County,Migori County,pkShOkgNQt2,2020Q1,24,33.0,(M),20-24
SZnkrFoimi2,Kugitimo Health Centre,13723,Nyabasi east Ward,Kuria East Sub County,Migori County,pkShOkgNQt2,2020Q2,13,15.0,(M),20-24
SZnkrFoimi2,Kugitimo Health Centre,13723,Nyabasi east Ward,Kuria East Sub County,Migori County,YXJf27jfkvS,2019Q4,12,23.0,(F),15-19
SZnkrFoimi2,Kugitimo Health Centre,13723,Nyabasi east Ward,Kuria East Sub County,Migori County,YXJf27jfkvS,2020Q1,31,37.0,(F),15-19
WG7O02P8x4T,Dede Dispensary,13532,West sakwa Ward,Awendo Sub County,Migori County,atSQz5O7e2A,2019Q4,178,263.0,(F),25+
WG7O02P8x4T,Dede Dispensary,13532,West sakwa Ward,Awendo Sub County,Migori County,atSQz5O7e2A,2020Q1,101,185.0,(F),25+
WG7O02P8x4T,Dede Dispensary,13532,West sakwa Ward,Awendo Sub County,Migori County,atSQz5O7e2A,2020Q2,112,165.0,(F),25+
WG7O02P8x4T,Dede Dispensary,13532,West sakwa Ward,Awendo Sub County,Migori County,gMICOUtzqRb,2019Q4,9,11.0,(F),10-14
WG7O02P8x4T,Dede Dispensary,13532,West sakwa Ward,Awendo Sub County,Migori County,gMICOUtzqRb,2020Q1,16,9.0,(F),10-14
WG7O02P8x4T,Dede Dispensary,13532,West sakwa Ward,Awendo Sub County,Migori County,gMICOUtzqRb,2020Q2,2,6.0,(F),10-14
WG7O02P8x4T,Dede Dispensary,13532,West sakwa Ward,Awendo Sub County,Migori County,gTkVw97FnQK,2020Q1,106,125.0,(M),25+
WG7O02P8x4T,Dede Dispensary,13532,West sakwa Ward,Awendo Sub County,Migori County,OePJt8CcZ0d,2020Q2,16,16.0,,1-9
WG7O02P8x4T,Dede Dispensary,13532,West sakwa Ward,Awendo Sub County,Migori County,XiRbc0DSMOH,2019Q4,64,61.0,(M),15-19
WG7O02P8x4T,Dede Dispensary,13532,West sakwa Ward,Awendo Sub County,Migori County,XiRbc0DSMOH,2020Q1,35,18.0,(M),15-19
WG7O02P8x4T,Dede Dispensary,13532,West sakwa Ward,Awendo Sub County,Migori County,XiRbc0DSMOH,2020Q2,37,44.0,(M),15-19
WG7O02P8x4T,Dede Dispensary,13532,West sakwa Ward,Awendo Sub County,Migori County,YXJf27jfkvS,2020Q2,28,50.0,(F),15-19
ZjLUO5whjGS,Aneko Dispensary,13478,Got kachola Ward,Nyatike Sub County,Migori County,atSQz5O7e2A,2020Q1,73,96.0,(F),25+
ZjLUO5whjGS,Aneko Dispensary,13478,Got kachola Ward,Nyatike Sub County,Migori County,gMICOUtzqRb,2019Q4,13,13.0,(F),10-14
ZjLUO5whjGS,Aneko Dispensary,13478,Got kachola Ward,Nyatike Sub County,Migori County,gMICOUtzqRb,2020Q1,6,6.0,(F),10-14
ZjLUO5whjGS,Aneko Dispensary,13478,Got kachola Ward,Nyatike Sub County,Migori County,gMICOUtzqRb,2020Q2,3,4.0,(F),10-14
ZjLUO5whjGS,Aneko Dispensary,13478,Got kachola Ward,Nyatike Sub County,Migori County,OePJt8CcZ0d,2019Q4,26,24.0,,1-9
ZjLUO5whjGS,Aneko Dispensary,13478,Got kachola Ward,Nyatike Sub County,Migori County,OePJt8CcZ0d,2020Q2,9,9.0,,1-9
ZjLUO5whjGS,Aneko Dispensary,13478,Got kachola Ward,Nyatike Sub County,Migori County,pkShOkgNQt2,2019Q4,42,44.0,(M),20-24
